,title,term,definition,pred
350,Definition:Arithmetic Sequence/Common Difference,Common,"Let ⟨ a_k ⟩ be the arithmetic sequence:

:a_k = a_0 + k d for k = 0, 1, 2, …, n - 1


The term d is the common difference of ⟨ a_k ⟩.",Definition:Arithmetic Sequence/Common Difference
351,Definition:Geometric Sequence/Common Ratio,Common,"Let ⟨ x_n ⟩ be a geometric sequence in ℝ defined as:
:x_n = a r^n for n = 0, 1, 2, 3, …


The parameter:
:r ∈ℝ: r  0
is called the common ratio of ⟨ x_n ⟩.",Definition:Geometric Sequence/Common Ratio
352,Definition:Fraction/Vulgar,Common,A vulgar fraction is a fraction representing a rational number whose numerator and denominator are both integers.,Definition:Fraction/Vulgar
353,Definition:Common Section,Common,"Let A and B be planes.

The common section of A and B is the intersection of A and B.",Definition:Common Section
354,Definition:Vector Sum,Resultant,"Let 𝐮 and 𝐯 be vector quantities of the same physical property.


=== Component Definition ===
Let 𝐮 and 𝐯 be vector quantities of the same physical property.


Let 𝐮 and 𝐯 be represented by their components considered to be embedded in a real n-space:

 
 
 
 


Then the (vector) sum of 𝐮 and 𝐯 is defined as:
:𝐮 + 𝐯 := ( u_1 + v_1, u_2 + v_2, …, u_n + v_n )


Note that the + on the   is conventional addition of numbers, while the + on the   takes on a different meaning.

The distinction is implied by which operands are involved.

=== Triangle Law ===
Let 𝐮 and 𝐯 be vector quantities of the same physical property.

Let 𝐮 and 𝐯 be represented by arrows embedded in the plane such that:

:𝐮 is represented by A⃗B⃗
:𝐯 is represented by B⃗C⃗

that is, so that the initial point of 𝐯 is identified with the terminal point of 𝐮.

:

Then their (vector) sum 𝐮 + 𝐯 is represented by the arrow A⃗C⃗.",Definition:Vector Sum
355,Definition:Eliminant,Resultant,"Let S be a system of simultaneous linear equations.

The eliminant of S is the determinant formed by removing the variables between the equations.",Definition:Eliminant
356,Definition:Weight (Physics),Weight,"The weight of a body is the magnitude of the force exerted on it by the influence of a gravitational field.


The context is that the gravitational field in question is usually that of the Earth.


=== Weigh ===
To weigh a body is to determine its weight, and thence its mass.

Similarly we can say that:
:body B weigh x
to mean:
:the weight of the body B is x
and both mean the same thing.

=== Dimension of Weight ===
The dimension of weight is 𝖬𝖫𝖳^-2: mass times acceleration, that is, a force.

=== Units of Weight ===
The SI unit of weight is N (newton).

The CGS unit of weight is dyn (dyne).",Definition:Weight (Physics)
357,Definition:Network/Weight,Weight,"Let N = ( V, E, w ) be a network with weight function w: E →ℝ.


The values of the elements of E under w are known as the weights of the edges of N.


The weights of a network N can be depicted by writing the appropriate numbers next to the edges of the underlying graph of N.",Definition:Network/Weight
358,Definition:Network/Weight Function,Weight,"Let N = (V, E, w) be a network.

The mapping w: E →ℝ is known as the weight function of N.",Definition:Network/Weight Function
359,Definition:Weight Function,Weight,"A weight function on a set S is a mapping from S to the real numbers:
:w: S →ℝ


It is common for the requirements of a specific application under discussion for the codomain of w to be restricted to the positive reals:
:w: S →ℝ_≥ 0


The thing that determines whether a given mapping is a weight function depends more on how it is used.",Definition:Weight Function
360,Definition:Weight of Linear Codeword,Weight,"Let C be a codeword of a linear code.

The weight of C is the number of non-zero terms of C.",Definition:Weight of Linear Codeword
361,Definition:Weights,Weight,"A set of weights consists of a number of solid pieces of matter whose mass is measured and known.

They are used as reference masses for the purpose of determining to a certain limit of accuracy the weight of a body whose mass is unknown.


 ",Definition:Weights
362,Definition:Digraph,Directed,"A digraph is a graph each of whose edges has a direction:



In the above graph, the vertices are v_1, v_2, v_3 and v_4.


=== Arc ===
Let G = ( V, E ) be a digraph.

The arcs are the elements of E.

Informally, an arc is a line that joins one vertex to another.


If e ∈ E is an arc joining the vertex u to the vertex v, it is denoted u v.


=== Endvertex ===
Let D = ( V, E ) be a digraph.

Let e = u v be an arc of D, that is, e ∈ E.


The endvertices of e are the vertices u and v.


=== Initial Vertex ===
Let D = ( V, E ) be a digraph.

Let e = u v be an arc of D, that is, e ∈ E.


The initial vertex of e is the endvertex u which e is incident from.

=== Final Vertex ===
Let D = ( V, E ) be a digraph.

Let e = u v be an arc of D, that is, e ∈ E.


The final vertex of e is the endvertex v which e is incident to.

In the above graph, the arcs are v_1 v_2, v_2 v_4, v_4 v_3, v_4 v_1 and v_1 v_4.


As can be seen, in this general definition it is allowable for an arc to go in both directions between a given pair of vertices.


=== Formal Definition ===



A directed graph or digraph D is a non-empty set V together with an antireflexive relation E on V.

The elements of E are the arcs.


Thus the above digraph can be defined as:

:D = ( V, E ):
::V = { v_1, v_2, v_3, v_4 }
::E = {( v_1, v_2 ), ( v_2, v_4 ), ( v_4, v_3 ), ( v_4, v_1 ), ( v_1, v_4 )  }

=== Category-Theoretic Definition ===
Let 𝐒𝐞𝐭 be the category of sets.

A digraph is an arrangement of the following form in 𝐒𝐞𝐭:

::<0em,0em>*E = ""E"",
<5em,0em>*V = ""V"",

""E""+/^.3em/+/r1em/;""V""+/^.3em/+/l1em/ **@- ?>*@> ?*!/_.6em/s,
""E""+/_.3em/+/r1em/;""V""+/_.3em/+/l1em/ **@- ?>*@> ?*!/^.6em/t,

=== Symmetric Digraph ===
Let D = ( V, E ) be a digraph such that the relation E in D is symmetric.

Then D is called a symmetric digraph.


It follows from the definition of a (simple) graph that a symmetric digraph is in fact the same thing as an undirected graph.

=== Simple Digraph ===
Let D = ( V, E ) be a digraph.

If the relation E in D is also specifically asymmetric, then D is called a simple digraph.

That is, in a simple digraph there are no pairs of arcs (like there are between v_1 and v_4 in the diagram above) which go in both directions between two vertices.",Definition:Digraph
363,Definition:Directed Preordering,Directed,"Let ( S, ≾) be a preordered set.


Then ( S, ≾) is a directed preordering  if and only if  every pair of elements of S has an upper bound in S:
:∀ x, y ∈ S: ∃ z ∈ S: x ≾ z and y ≾ z",Definition:Directed Preordering
364,Definition:Directed Subset,Directed,"Let ( S, ≾) be a preordered set.

Let H be a non-empty subset of S.

Then H is a directed subset of S  if and only if :

:∀ x, y ∈ H: ∃ z ∈ H: x ≾ z and y ≾ z",Definition:Directed Subset
365,Definition:Directed Smooth Curve,Directed,"Let ℝ^n be a real cartesian space of n dimensions.

Let ρ: [a  . .  b] →ℝ^n be a smooth path in ℝ^n.


The directed smooth curve with parameterization ρ is defined as an equivalence class of smooth paths as follows:

A smooth path σ: [a  . .  b] →ℝ^n belongs to the equivalence class of ρ  if and only if :
: there exists a bijective differentiable strictly increasing real function:
:: ϕ: [c  . .  d] →[a  . .  b]
: such that σ = ρ∘ϕ.


It follows from Directed Smooth Curve Relation is Equivalence and Fundamental Theorem on Equivalence Relations that this does in fact define an equivalence class.


If a directed smooth curve is only defined by a smooth path ρ, then it is often denoted with the same symbol ρ.


=== Parameterization ===
Let ℝ^n be a real cartesian space of n dimensions.

Let C be a directed smooth curve in ℝ^n.

Let ρ: [ a  . . ]b →ℂ be a smooth path in ℝ^n.


Then ρ is a parameterization of C  if and only if  ρ is an element of the equivalence class that constitutes C.


=== Complex Plane ===

The definition carries over to the complex plane, in which context it is usually applied:

Let C be a directed smooth curve in the complex plane ℂ.

Let γ: [ a  . . ]b →ℂ be a smooth path in ℂ.


Then γ is a parameterization of C  if and only if  γ is a representative of the equivalence class that constitutes C.


=== Reparameterization ===
Let γ : [ a  . . ]b →ℂ be a smooth path in ℂ.

Let C be a directed smooth curve in the complex plane ℂ parameterized by γ.

Let ϕ: [ c  . . ]d →[ a  . . ]b be a bijective differentiable strictly increasing real function.

Let σ : [ c  . . ]d →ℂ be defined by:

:σ = γ∘ϕ 


Then σ is called a reparameterization of C.

=== Endpoints ===
Let ℝ^n be a real cartesian space of n dimensions.

Let C be a directed smooth curve in ℝ^n.


Let C be parameterized by a smooth path ρ: [a  . .  b] →ℂ.


Then:
: ρ(a) is the start point of C

: ρ(b) is the end point of C.


Collectively, ρ(a) and ρ(b) are known as the endpoints of ρ.


=== Complex Plane ===

The definition carries over to the complex plane, in which context it is usually applied:

Let C be a directed smooth curve in the complex plane ℂ.

Let C be parameterized by a smooth path γ: [a  . .  b] →ℂ.


Then:
: γ(a) is the start point of C

: γ(b) is the end point of C.


Collectively, γ(a) and γ(b) are known as the endpoints of ρ.",Definition:Directed Smooth Curve
366,Definition:Directed Line Segment,Directed,"A directed line segment is a line segment endowed with the additional property of direction.

It is often used in the context of applied mathematics to represent a vector quantity.


 

 ",Definition:Directed Line Segment
367,Definition:Directed Hamilton Cycle Problem,Directed,"There are two versions of the Directed Hamilton Cycle Problem.


=== Function Version ===
:Given a digraph G with n vertices, to find a Hamilton cycle in G.

=== Decision Version ===
:Given a digraph G with n vertices, to determine whether G has a Hamilton cycle.",Definition:Directed Hamilton Cycle Problem
368,Definition:Directed Walk,Directed,"Let G = ( V, A ) be a digraph.


A directed walk in G is a finite or infinite sequence ⟨ x_k ⟩ such that:

:∀ k ∈ℕ: k + 1 ∈Dom( ⟨ x_k ⟩): ( x_k, x_k + 1) ∈ A",Definition:Directed Walk
369,Definition:Network/Directed,Directed,"A directed network is a network whose underlying graph is a digraph:


:",Definition:Network/Directed
370,Definition:Direct Limit,Directed,"Let 𝐂 be a category.

Let I be a directed ordered set.

Let 𝐈 be the order category of I.

Let D : 𝐈→𝐂 be a diagram.


The direct limit of D is the colimit of the diagram D.",Definition:Direct Limit
371,Definition:Mass Density,Density,"Mass density is a physical quantity.

The mass density of a body is its mass per unit volume.


For a homogeneous body it is found by finding its total mass and dividing it by its total volume:
:ρ =  m V
where:
:m is the body's mass
:V is the body's volume

However, if the substance of the body varies throughout, then its mass density may be a function of position within the body.


=== Symbol ===


=== Dimension ===
The dimension of (mass) density is 𝖬 𝖫^-3: mass per unit volume.


Category:Definitions/Mass Density
Category:Definitions/Dimensions of Measurement

=== Units ===
* The SI units of mass density are kg m^-3 (kilograms per cubic metre).

* The CGS units of mass density are g cm^-3 or, less formally: g / cc (grams per cubic centimetre).

* The FPS units of mass density are lb ft^-3 (pounds per cubic foot).


=== Conversion Factors ===
",Definition:Mass Density
372,Definition:Mass Density/Area,Density,"The area mass density of a two-dimensional body is its mass per unit area.


=== Symbol ===
The usual symbol used to denote area mass density is ρ_A (Greek letter rho).

However, some sources simply use ρ if the context makes it clear that it refers to area mass density rather than volume mass density.

Occasionally, σ (Greek letter sigma) is also used, but this is more commonly used for surface charge density.


Category:Definitions/Area Mass Density

=== Dimension ===
The dimension of area mass density is 𝖬𝖫^-2: mass per unit area.


Category:Definitions/Area Mass Density
Category:Definitions/Dimensions of Measurement

=== Units ===
* The SI units of area mass density are kg m^-2 (kilograms per square metre).

* The CGS units of area mass density are g cm^-2 (grams per square centimetre).

Thus:
:1  g cm^-2 = 10  kg m^-2


Category:Definitions/Area Mass Density
Category:Definitions/Units of Measurement",Definition:Mass Density/Area
373,Definition:Mass Density/Linear,Density,"The linear mass density of a one-dimensional body is its mass per unit length.


=== Symbol ===
The usual symbol used to denote linear mass density is μ (Greek letter mu).

Sometimes λ (Greek letter lambda) is also used.


Category:Definitions/Linear Mass Density

=== Dimension ===
The dimension of linear mass density is 𝖬𝖫^-1: mass per unit length.


Category:Definitions/Linear Mass Density
Category:Definitions/Dimensions of Measurement

=== Units ===
* The SI units of linear mass density are kg m^-1 (kilograms per metre).

* The CGS units of linear mass density are g cm^-1 (grams per centimetre).

Thus:
:1  kg m^-1 = 10  g cm^-1


Category:Definitions/Linear Mass Density
Category:Definitions/Units of Measurement",Definition:Mass Density/Linear
374,Definition:Electric Charge Density,Density,"Let A be a point in space in which an electric field acts.

Let δ V be a volume element containing A.


The (electric) charge density ρ(   )𝐫 at A is defined as:
 
 
 
 

where:
:Q denotes the electric charge within δ V
:𝐫 denotes the position vector of A.


Thus the electric charge density is the quantity of electric charge per unit volume, at any given point in that volume:


=== Symbol ===


=== Dimension ===
The dimension of electric charge density is 𝖨 𝖳 𝖫^-3: electric charge per unit volume.

=== Units ===
The SI units of electric charge density are C m^-3 (coulombs per cubic metre).


Category:Definitions/Electric Charge Density
Category:Definitions/Units of Measurement",Definition:Electric Charge Density
375,Definition:Dirichlet Density,Density,"Let 𝒫 be a set of prime numbers.

For s ∈ℂ, let f (   )s = ∑_p ∈𝒫: p^-s.


S has Dirichlet density α  if and only if :

:lim_s → 1^+{f (   )s/ln(   )s - 1} = -α

where 1^+ indicates a limit from above along the real line.

 ",Definition:Dirichlet Density
376,Definition:Complete Metric Space,Complete,"=== Definition 1 ===
A metric space M = ( A, d ) is complete  if and only if  every Cauchy sequence is convergent.

=== Definition 2 ===
A metric space M = ( A, d ) is complete  if and only if  the intersection of every nested sequence of closed balls whose radii tend to zero is non-empty.",Definition:Complete Metric Space
377,Definition:Topologically Complete Space,Complete,"Let T = ( S, τ) be a topological space.

Let M = ( S, d ) be a complete metric space such that ( S, τ) is the topological space induced by d.


If there exists such a complete metric space, then T is described as topologically complete.",Definition:Topologically Complete Space
378,Definition:Complete Lattice,Complete,"=== Definition 1 ===
Let ( S, ≼) be a lattice.


Then ( S, ≼) is a complete lattice  if and only if :

:∀ T ⊆ S: T admits both a supremum and an infimum.

=== Definition 2 ===
Let ( S, ≼) be an ordered set.


Then ( S, ≼) is a complete lattice  if and only if :

:∀ S' ⊆ S: inf S', sup S' ∈ S

That is,  if and only if  all subsets of S have both a supremum and an infimum.",Definition:Complete Lattice
379,Definition:Dedekind Completeness Property,Complete,"Let ( S, ≼) be an ordered set.

Then ( S, ≼) has the Dedekind completeness property  if and only if  every non-empty subset of S that is bounded above admits a supremum (in S).",Definition:Dedekind Completeness Property
380,Definition:Inductive Ordered Set,Complete,An inductive ordered set is an ordered set in which every chain has an upper bound.,Definition:Inductive Ordered Set
381,Definition:Functionally Complete,Complete,"Let S be a set of truth functions.


Then S is functionally complete  if and only if  all possible truth functions are definable from S.",Definition:Functionally Complete
382,Definition:Complete Proof System,Complete,"Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ, and let ℳ be a formal semantics for ℒ.


Then 𝒫 is said to be complete for ℳ  if and only if :

:Every ℳ-tautology is a 𝒫-theorem.

Symbolically, this can be expressed as the statement that, for every logical formula ϕ of ℒ:

:_ℳϕ implies ⊢_𝒫ϕ


=== Strongly Complete Proof System ===
Let ℒ be a logical language.

Let 𝒫 be a proof system for ℒ, and let ℳ be a formal semantics for ℒ.


𝒫 is strongly complete for ℳ  if and only if :

:Every ℳ-semantic consequence is a 𝒫-provable consequence.

Symbolically, this can be expressed as the statement that, for every collection ℱ of logical formulas, and every logical formula ϕ of ℒ:

:ℱ_ℳϕ implies ℱ⊢_𝒫ϕ",Definition:Complete Proof System
383,Definition:Complete Theory,Complete,"Let ℒ be a language.

Let ℳ be a formal semantics for ℒ.

Let T be an ℒ-theory.


T is complete (with respect to ℒ and ℳ)  if and only if :
:T is satisfiable for ℳ
:for every ℒ-sentence ϕ, either T _ℳϕ or T _ℳϕ
where T _ℳϕ denotes semantic entailment.",Definition:Complete Theory
384,Definition:Complete Graph,Complete,"Let G = ( V, E ) be a simple graph such that every vertex is adjacent to every other vertex.

Then G is called complete.


The complete graph of order p is denoted K_p.",Definition:Complete Graph
385,Definition:Complete Bipartite Graph,Complete,"A complete bipartite graph is a bipartite graph G = ( A | B, E ) in which every vertex in A is adjacent to every vertex in B.

The complete bipartite graph where A has m vertices and B has n vertices is denoted K_m, n.",Definition:Complete Bipartite Graph
386,Definition:Locally Finite Set of Subsets,Locally Finite,"Let T = ( S, τ) be a topological space.

Let ℱ be a set of subsets of S.


Then ℱ is locally finite  if and only if  each element of S has a neighborhood which intersects a finite number of sets in ℱ.",Definition:Locally Finite Set of Subsets
387,Definition:Locally Finite Cover,Locally Finite,"Let T = ( S, τ) be a topological space.

Let 𝒞 be a cover of S.


Then 𝒞 is locally finite  if and only if  each element of S has a neighborhood which intersects a finite number of sets in 𝒞.",Definition:Locally Finite Cover
388,Definition:Locally Finite Graph,Locally Finite,A locally finite graph G is an infinite graph where every vertex of G has finite degree.,Definition:Locally Finite Graph
389,Definition:Periodic Wave/Wavelength,Wavelength,"Let ϕ be a periodic wave expressed as:
:∀ x, t ∈ℝ: ϕ(   )x, t = f (   )x - c t


The wavelength λ of ϕ is the period of the wave profile of ϕ.",Definition:Periodic Wave/Wavelength
390,Definition:Wavelength (Physics),Wavelength,"The wavelength of a wave is is the distance over which the wave's shape repeats.


 ",Definition:Wavelength (Physics)
391,Definition:Language of Predicate Logic/Formal Grammar/Term,Term,"Part of specifying the language of predicate logic ℒ_1 is the introduction of terms.


The terms of ℒ_1 are identified by the following bottom-up grammar:

 
 
 
 

Colloquially, we can think of a term as an expression signifying an object.",Definition:Language of Predicate Logic/Formal Grammar/Term
392,Definition:Logical Term,Term,"Both the subject and the predicate of a simple statement are referred to as its (logical) terms.


Note that this use of the word term is a more specialized use of the word term as used in algebra.",Definition:Logical Term
393,Definition:Term of Expression,Term,"A term is either a variable or a constant.


Let a ∘ b be an expression.

Then each of a and b are known as the terms of the expression.


The word term is usually used when the operation ∘ is addition, that is +.",Definition:Term of Expression
394,Definition:Polynomial/Term,Term,"Let P = a_n x^n + a_n - 1 x^n - 1 + ⋯ + a_1 x + a_0 be a polynomial.

Each of the expressions a_i x^i, for 0 ≤ i ≤ n, is referred to as a term of P.",Definition:Polynomial/Term
395,Definition:Fraction/Term,Term,"The terms of a fraction are referred to as the numerator and the denominator:

=== Numerator ===
Let a b be a fraction.

The term a is known as the numerator of a b.

=== Denominator ===
Let a b be a fraction.

The term b is known as the denominator of a b.

A helpful mnemonic to remember which goes on top and which goes on the bottom is ""Numerator Over Denominator"", which deserves a ""nod"" for being correct.",Definition:Fraction/Term
396,Definition:Term of Sequence,Term,"The elements of a sequence are known as its terms.


Let ⟨ x_n ⟩ be a sequence.

Then the kth term of ⟨ x_n ⟩ is the ordered pair ( k, x_k ).


=== Index ===
Let ⟨ x_n ⟩ be a sequence.

Let x_k be the kth term of ⟨ x_n ⟩.

Then the integer k is known as the index of x_k.",Definition:Term of Sequence
397,Definition:Indexing Set/Term,Term,"Let I and S be sets.

Let x: I → S be a mapping.

Let x_i denote the image of an element i ∈ I of the domain I of x.

Let ⟨ x_i ⟩_i ∈ I denote the set of the images of all the element i ∈ I under x.


The image of x at an index i is referred to as a term of the (indexed) family, and is denoted x_i.


=== Notation ===
The family of elements x of S indexed by I is often seen with one of the following notations:

:⟨ x_i ⟩_i ∈ I

:( x_i )_i ∈ I

:{ x_i }_i ∈ I


There is little consistency in the literature, but ( x_i )_i ∈ I is perhaps most common.

The preferred notation on   is ⟨ x_i ⟩_i ∈ I.

The subscripted i ∈ I is often left out, if it is obvious in the particular context.


Note the use of x_i to denote the image of the index i under the indexing function x.

As x is actually a mapping, one would expect the conventional notation x (   )i.

However, this is generally not used, and x_i is used instead.


Category:Definitions/Indexed Families",Definition:Indexing Set/Term
398,Definition:Ordered Tuple/Term,Term,"Let n ∈ℕ_>0.

Let ⟨ a_k ⟩_k ∈ℕ^*_n be an ordered tuple.

The ordered pair ( k, a_k ) is called the kth term of the ordered tuple for each k ∈ℕ^*_n.",Definition:Ordered Tuple/Term
399,Definition:Term (Natural Language),Term,"A term is a noun which is assigned a specified definition within mathematics.

In a more specialized context, the word term is used for an element  of an expression.

Category:Definitions/Language Definitions",Definition:Term (Natural Language)
400,Definition:Root of Number/Extraction,Extraction of Root,The process of evaluating roots of a given real number is referred to as extraction.,Definition:Root of Number/Extraction
401,Definition:Root of Equation/Extraction,Extraction of Root,The process of finding roots of a given equation is referred to as extraction.,Definition:Root of Equation/Extraction
402,Definition:Parenthesis,Aggregation,"Parenthesis is a syntactical technique to disambiguate the meaning of a logical formula.

It allows one to specify that a logical formula should (temporarily) be regarded as being a single entity, being on the same level as a statement variable.

Such a formula is referred to as being in parenthesis.

Typically, a formal language, in defining its formal grammar, ensures by means of parenthesis that all of its well-formed words are uniquely readable.


Generally, brackets are used to indicate that certain formulas are in parenthesis.

The brackets that are mostly used are round ones, the left (round) bracket ( and the right (round) bracket ).",Definition:Parenthesis
403,Definition:Set,Aggregation,"A set is intuitively defined as any aggregation of objects, called elements, which can be precisely defined in some way or other.

We can think of each set as a single entity in itself, and we can denote it (and usually do) by means of a single symbol.


That is, anything you care to think of can be a set. This concept is known as the  .


However, there are problems with the  . If we allow it to be used without any restrictions at all, paradoxes arise, the most famous example probably being Russell's Paradox.


Hence some sources define a set as a  'well-defined' collection of objects, leaving the concept of what constitutes well-definition to later in the exposition.",Definition:Set
404,Definition:Aggregation (Physics),Aggregation,"An aggregation, in the context of physics, is a set of bodies (but usually particles) all of which are under the same or similar conditions, and which are assumed to behave (in certain aspects) as one body.

The concept is deliberately left vague.",Definition:Aggregation (Physics)
405,Definition:Action (Physics),Action,"Let B_1 and B_2 be bodies in space.

Let B_1 apply a force 𝐅 on B_2.

The force 𝐅 is known as the action that B_1 applies to B_2.",Definition:Action (Physics)
406,Definition:Action (Dynamics),Action,"The action for a given segment from point A to point B on the trajectory of a dynamical system is defined by the line integral:

:∑_i ∫_A^B p_i  d q_i

where:
:q_i are the generalized coordinates
:p_i are the generalized momenta.",Definition:Action (Dynamics)
407,Definition:Action Applied by System,Action,"The action applied by a system from state 1 to state 2 is defined as the definite integral of the Lagrangian over time from state 1 to state 2:

:S_12 = ∫_t_1^t_2ℒ d t
where:
:S_12 is the action from 1 to 2
:t is time
:ℒ is the Lagrangian.",Definition:Action Applied by System
408,Definition:Group Action,Action,"Let X be a set.

Let ( G, ∘) be a group whose identity is e.


=== Left Group Action ===
Let X be a set.

Let ( G, ∘) be a group whose identity is e.


A (left) group action is an operation ϕ: G × X → X such that:

:∀( g, x ) ∈ G × X: g * x := ϕ(   )g, x∈ X

in such a way that the group action axioms are satisfied:
 

=== Right Group Action ===
Let X be a set.

Let ( G, ∘) be a group whose identity is e.


A right group action is a mapping ϕ: X × G → X such that:

:∀( x, g ) ∈ X × G : x * g := ϕ(   )x, g∈ X

in such a way that the right group action axioms are satisfied:
 

The group G thus acts on the set X.

The group G can be referred to as the group of transformations, or a transformation group.


=== From Permutation Representation ===
Let G be a group.

Let X be a set.

Let ( Γ(   )X, ∘) be the symmetric group on X.

Let ρ: G →( Γ(   )X, ∘) be a permutation representation.


The group action of G associated to the permutation representation ρ is the group action ϕ: G × X → X defined by:
:ϕ(   )g, x = ρ_g (   )x

where ρ_g : X → X is the permutation representation associated to ρ for g ∈ G by ρ_g (   )x = ϕ(   )g, x.",Definition:Group Action
409,Definition:Linear Ring Action,Action,"Let R be a ring.

Let M be an abelian group.


=== Left Ring Action ===
Let R be a ring.

Let M be an abelian group.

Let ∘ : R × M → M be a mapping from the cartesian product R × M.


∘ is a left linear ring action of R on M  if and only if  ∘ satisfies the left ring action axioms:
 

=== Right Ring Action ===
Let R be a ring.

Let M be an abelian group.

Let ∘ : M × R → M be a mapping from the cartesian product M × R.


∘ is a right linear ring action of R on M  if and only if  ∘ satisfies the right ring action axioms:
 ",Definition:Linear Ring Action
410,Definition:Bounded Above Set/Real Numbers,Bounded Above,"Let ℝ be the set of real numbers.

A subset T ⊆ℝ is bounded above (in ℝ)  if and only if  T admits an upper bound (in ℝ).


=== Unbounded Above ===
Let ℝ be the set of real numbers.

Let T ⊆ℝ be a subset of ℝ .


T ⊆ℝ is unbounded above (in ℝ)  if and only if  it is not bounded above.",Definition:Bounded Above Set/Real Numbers
411,Definition:Bounded Above Mapping/Real-Valued,Bounded Above,"Let f: S →ℝ be a real-valued function.


f is bounded above on S by the upper bound H  if and only if :
:∀ x ∈ S: f (   )x ≤ H


That is,  if and only if  the set { f (   )x: x ∈ S } is bounded above in ℝ by H.",Definition:Bounded Above Mapping/Real-Valued
412,Definition:Bounded Above Sequence/Real,Bounded Above,"Let ⟨ x_n ⟩ be a real sequence.


Then ⟨ x_n ⟩ is bounded above  if and only if :
:∃ M ∈ℝ: ∀ i ∈ℕ: x_i ≤ M",Definition:Bounded Above Sequence/Real
413,Definition:Power (Algebra),Power,"=== Natural Numbers ===
Let ℕ denote the natural numbers.


For each m ∈ℕ, recursively define e_m: ℕ→ℕ to be the mapping:
:e_m (n) = 
1     : n = 0 

m × e_m (x)     : n = x + 1
where:
: + denotes natural number addition.
: × denotes natural number multiplication.


e_m (n) is then expressed as a binary operation in the form:
:m^n := e_m (n)

and is called m to the power of n.

=== Integers ===
Let x ∈ℝ be a real number.

Let n ∈ℤ be an integer.

The expression x^n is called x to the power of n.

x^n is defined recursively as:


:x^n =  1     : n = 0 
   
 x × x^n - 1    : n > 0 
   
x^n + 1 x     : n < 0

where x^n + 1 x denotes division.


=== Even Power ===
Let x ∈ℝ be a real number.

Let n ∈ℤ be an even integer.


Then x^n is called an even power of x.


Category:Definitions/Integer Powers
Category:Definitions/Even Integers

=== Odd Power ===
Let x ∈ℝ be a real number.

Let n ∈ℤ be an odd integer.


Then x^n is called an odd power of x


Category:Definitions/Integer Powers
Category:Definitions/Odd Integers

=== Rational Numbers ===
Let x ∈ℝ be a real number such that x > 0.

Let m ∈ℤ be an integer.

Let y = √(x) be the mth root of x.


Then we can write y = x^1/m which means the same thing as y = √(x).


Thus we can define the power to a positive rational number:

Let r =  p q ∈ℚ be a positive rational number where p ∈ℤ_≥ 0, q ∈ℤ_> 0.

Then x^r is defined as:
:x^r = x^p/q = ( √(x))^p = √(( x^p ) )


When r = -p q ∈ℚ: r < 0 we define:
:x^r = x^-p/q =  1 x^p/q
analogously for the negative integer definition.

=== Real Numbers ===
Let x ∈ℝ_>0 be a (strictly) positive real number.

Let r ∈ℝ be a real number.


We define x^r as:

:x^r := exp(   )r ln x
where exp denotes the exponential function.


This definition is an extension of the definition for rational r.

This follows from Logarithms of Powers and Exponential of Natural Logarithm: it can be seen that:
:∀ r ∈ℚ: exp(   )r ln x = exp(   )ln(   )x^r = x^r

 

=== Complex Numbers ===
Let z, k ∈ℂ be complex numbers.


z to the power of k is defined as the multifunction:

:z^k := e^k ln( z )

where:
:e^z is the exponential function
:ln is the  natural logarithm multifunction.


=== Principal Branch ===
The principal branch of a complex number raised to a complex power is defined as:

:z^k = e^k Ln z

where Ln z is the principal branch of the natural logarithm.


=== Positive Real Base ===
Let t > 0 be a real number and let k be a complex number.


The principal branch of a positive real number raised to a complex power is defined as:

:t^k = e^k ln t

where ln is the natural logarithm of a positive real number.


Category:Definitions/Complex Powers

Category:Definitions/Complex Powers

=== Multiindices ===
Let k = ⟨k_j⟩_j = 1, …, n be a multiindex indexed by { 1, …, n }.

Let x = ( x_1, …, x_n ) ∈ℝ^n be an ordered tuple of real numbers.


Then x^k is defined as:

:x^k := ∏_j  = 1^n x_j^k_j
where the powers on the   are integer powers.


Category:Definitions/Analysis

=== Power of Zero ===
Let r ∈ℝ be a real number.

(This includes the situation where r ∈ℤ or r ∈ℚ.)

When x=0, x^r is defined as follows:

:0^r = 
1     : r = 0 

0     : r > 0 
Undefined    : r < 0

This takes account of the awkward case 0^0: it is ""generally accepted"" that 0^0 = 1 as this convention agrees with certain general results which would otherwise need a special case.",Definition:Power (Algebra)
414,Definition:Power of Element/Magma,Power,"Let ( S, ∘) be a magma which has no identity element.

Let a ∈ S.


Let the mapping ∘^n a: ℕ_>0→ S be recursively defined as:

:∀ n ∈ℕ_>0: ∘^n a = 
a     : n = 1 
( ∘^r a ) ∘ a     : n = r + 1


The mapping ∘^n a is known as the nth power of a (under ∘).


=== Notation ===
",Definition:Power of Element/Magma with Identity
415,Definition:Power of Element/Magma with Identity,Power,"Let ( S, ∘) be a magma with an identity element e.

Let a ∈ S.


Let the mapping ∘^n a: ℕ→ S be recursively defined as:

:∀ n ∈ S: ∘^n a = 
e     : n = 0 
( ∘^r a ) ∘ a     : n = r + 1


The mapping ∘^n a is known as the nth power of a (under ∘).


=== Notation ===


Furthermore:
:a^0 = ∘^0 a = e",Definition:Power of Element/Magma with Identity
