dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:Closed,Closed,"Let $\left( S, \circ \right)_R$ be an $R$-algebraic structure over a ring $R$.

Let $T \subseteq S$ such that $\forall \lambda \in R: \forall x \in T: \lambda \circ x \in T$.


Then $T$ is closed for scalar product.


If $T$ is also closed for operations on $S$, then it is called a closed subset of $S$.",Definition:Closure (Abstract Algebra)/Scalar Product,"['Definitions/Linear Algebra', 'Definitions/Vector Algebra']","Let ( S, ∘)_R be an R-algebraic structure over a ring R.

Let T ⊆ S such that ∀λ∈ R: ∀ x ∈ T: λ∘ x ∈ T.


Then T is closed for scalar product.


If T is also closed for operations on S, then it is called a closed subset of S."
Definition:Closed,Closed,"Let $\left( A, +, \circ \right)$ be a ring with unity $1_A$ and zero $0_A$.

Let $S \subseteq A$ be a subset.


Then $S$ is multiplicatively closed  if and only if :

:$(1): \quad 1_A \in S$
:$(2): \quad x, y \in S \implies x \circ y \in S$",Definition:Multiplicatively Closed Subset of Ring,['Definitions/Localization of Rings'],"Let ( A, +, ∘) be a ring with unity 1_A and zero 0_A.

Let S ⊆ A be a subset.


Then S is multiplicatively closed  if and only if :

:(1):    1_A ∈ S
:(2):    x, y ∈ S  x ∘ y ∈ S"
Definition:Closure,Closure,"Let $S$ be a set.

Let $\mathrm {cl}$ be a closure operator on $S$.

Let $T \subseteq S$ be a subset of $S$.


The closure of $T$ is its image $\mathrm {cl} \left(   \right)T$.",Definition:Closure of Set under Closure Operator,['Definitions/Closure Operators'],"Let S be a set.

Let cl be a closure operator on S.

Let T ⊆ S be a subset of S.


The closure of T is its image cl(   )T."
Definition:Closure,Closure,"Let $M = \left( A, d \right)$ be a metric space.

Let $H \subseteq A$.

Let $H'$ be the set of limit points of $H$.

Let $H^i$ be the set of isolated points of $H$.


The closure of $H$ (in $M$) is the union of all isolated points of $H$ and all limit points of $H$:
:$H^- := H' \cup H^i$",Definition:Closure (Topology)/Metric Space,"['Definitions/Metric Spaces', 'Definitions/Set Closures']","Let M = ( A, d ) be a metric space.

Let H ⊆ A.

Let H' be the set of limit points of H.

Let H^i be the set of isolated points of H.


The closure of H (in M) is the union of all isolated points of H and all limit points of H:
:H^- := H' ∪ H^i"
Definition:Closure,Closure,"Let $M = \left( X, \left\lVert \, \cdot \, \right\rVert  \right)$ be a normed vector space.

Let $S \subseteq X$.


The closure of $S$ (in $M$) is the union of $S$ and $S'$, the set of all limit points of $S$:
:$S^- := S \cup S'$",Definition:Closure/Normed Vector Space,"['Definitions/Set Closures', 'Definitions/Normed Vector Spaces']","Let M = ( X, ‖ · ‖) be a normed vector space.

Let S ⊆ X.


The closure of S (in M) is the union of S and S', the set of all limit points of S:
:S^- := S ∪ S'"
Definition:Codomain,Codomain,"Let $f: X \to Y$ be a morphism.

Then the codomain of $f$ is defined to be the object $Y$.

This is usually denoted $Y = \mathrm {Cdm} \left( f \right)$.

Category:Definitions/Morphisms",Definition:Codomain (Category Theory),['Definitions/Morphisms'],"Let f: X → Y be a morphism.

Then the codomain of f is defined to be the object Y.

This is usually denoted Y = Cdm( f ).

Category:Definitions/Morphisms"
Definition:Column,Column,"A row of a truth table is one of the vertical lines headed by a statement form presenting all the truth values that the statement form takes.

Each entry in the column corresponds to one specific combination of truth values taken by the propositional variables that the statement form comprises.",Definition:Truth Table/Column,['Definitions/Truth Tables'],"A row of a truth table is one of the vertical lines headed by a statement form presenting all the truth values that the statement form takes.

Each entry in the column corresponds to one specific combination of truth values taken by the propositional variables that the statement form comprises."
Definition:Column,Column,"Let $\mathbf A$ be an $m \times n$ matrix.

For each $j \in \left[ 1 \,.\,.\,   \right]n$, the columns of $\mathbf A$ are the ordered $m$-tuples:
: $c_j = \left( a_{1 j}, a_{2 j}, \ldots, a_{m j}  \right)$

where $c_j$ is called the $j$th column of $\mathbf A$.


A column of an $m \times n$ matrix can also be treated as a $m \times 1$ column matrix in its own right:
:$c_j = \begin {bmatrix} a_{1 j} \\ a_{2 j} \\ \vdots \\ a_{m j} \end {bmatrix}$
for $j = 1, 2, \ldots, n$.",Definition:Matrix/Column,['Definitions/Matrices'],"Let 𝐀 be an m × n matrix.

For each j ∈[ 1  . . ]n, the columns of 𝐀 are the ordered m-tuples:
: c_j = ( a_1 j, a_2 j, …, a_m j)

where c_j is called the jth column of 𝐀.


A column of an m × n matrix can also be treated as a m × 1 column matrix in its own right:
:c_j = [ a_1 j; a_2 j;     ⋮; a_m j ]
for j = 1, 2, …, n."
Definition:Column,Column,"Let $\mathbf L$ be a Latin square.

The columns of $\mathbf L$ are the lines of elements reading down the page.",Definition:Latin Square/Column,['Definitions/Latin Squares'],"Let 𝐋 be a Latin square.

The columns of 𝐋 are the lines of elements reading down the page."
Definition:Common,Common,"Let $\dfrac a b$ and $\dfrac c d$ be fractions.

The lowest common denominator of $\dfrac a b$ and $\dfrac c d$ is the lowest common multiple of the denominators of $\dfrac a b$ and $\dfrac c d$:
:$\operatorname {lcm} \left\lbrace b, d \right\rbrace$",Definition:Common Denominator/Lowest,"['Definitions/Lowest Common Denominator', 'Definitions/Common Denominators']","Let a b and c d be fractions.

The lowest common denominator of a b and c d is the lowest common multiple of the denominators of a b and c d:
:lcm{ b, d }"
Definition:Common,Common,"Let $S$ be a finite set of real numbers, that is:

:$S = \left\lbrace x_1, x_2, \ldots, x_n: \forall k \in \mathbb N^*_n: x_k \in \mathbb R \right\rbrace$


Let $c \in \mathbb R$ such that $c$ divides all the elements of $S$, that is:

:$\forall x \in S: c \mathrel \backslash x$


Then $c$ is a common divisor of all the elements in $S$.",Definition:Common Divisor/Real Numbers,"['Definitions/Common Divisors', 'Definitions/Real Analysis']","Let S be a finite set of real numbers, that is:

:S = { x_1, x_2, …, x_n: ∀ k ∈ℕ^*_n: x_k ∈ℝ}


Let c ∈ℝ such that c divides all the elements of S, that is:

:∀ x ∈ S: c \ x


Then c is a common divisor of all the elements in S."
Definition:Common,Common,"Let $a, b \in \mathbb R$ be commensurable.

Then there exists a greatest element $d \in \mathbb R_{>0}$ such that:
:$d \mathrel \backslash a$
:$d \mathrel \backslash b$
where $d \mathrel \backslash a$ denotes that $d$ is a divisor of $a$.


This is called the greatest common divisor of $a$ and $b$ and denoted $\gcd \left\lbrace a, b \right\rbrace$.",Definition:Greatest Common Divisor/Real Numbers,"['Definitions/Euclidean Number Theory', 'Definitions/Real Analysis', 'Definitions/Greatest Common Divisor']","Let a, b ∈ℝ be commensurable.

Then there exists a greatest element d ∈ℝ_>0 such that:
:d \ a
:d \ b
where d \ a denotes that d is a divisor of a.


This is called the greatest common divisor of a and b and denoted { a, b }."
Definition:Common,Common,"Let $S$ be a finite set of non-zero integers, that is:

:$S = \left\lbrace x_1, x_2, \ldots, x_n: \forall k \in \mathbb N^*_n: x_k \in \mathbb Z, x_k \ne 0 \right\rbrace$


Let $m \in \mathbb Z$ such that all the elements of $S$ divide $m$, that is:

:$\forall x \in S: x \mathrel \backslash m$


Then $m$ is a common multiple of all the elements in $S$.

 ",Definition:Common Multiple,['Definitions/Number Theory'],"Let S be a finite set of non-zero integers, that is:

:S = { x_1, x_2, …, x_n: ∀ k ∈ℕ^*_n: x_k ∈ℤ, x_k  0 }


Let m ∈ℤ such that all the elements of S divide m, that is:

:∀ x ∈ S: x \ m


Then m is a common multiple of all the elements in S.

 "
Definition:Common,Common,"Let $\left\langle a_k \right\rangle$ be the arithmetic sequence:

:$a_k = a_0 + k d$ for $k = 0, 1, 2, \ldots, n - 1$


The term $d$ is the common difference of $\left\langle a_k \right\rangle$.",Definition:Arithmetic Sequence/Common Difference,['Definitions/Arithmetic Sequences'],"Let ⟨ a_k ⟩ be the arithmetic sequence:

:a_k = a_0 + k d for k = 0, 1, 2, …, n - 1


The term d is the common difference of ⟨ a_k ⟩."
Definition:Common,Common,"Let $\left\langle x_n \right\rangle$ be a geometric sequence in $\mathbb R$ defined as:
:$x_n = a r^n$ for $n = 0, 1, 2, 3, \ldots$


The parameter:
:$r \in \mathbb R: r \ne 0$
is called the common ratio of $\left\langle x_n \right\rangle$.",Definition:Geometric Sequence/Common Ratio,['Definitions/Geometric Sequences'],"Let ⟨ x_n ⟩ be a geometric sequence in ℝ defined as:
:x_n = a r^n for n = 0, 1, 2, 3, …


The parameter:
:r ∈ℝ: r  0
is called the common ratio of ⟨ x_n ⟩."
Definition:Common,Common,A vulgar fraction is a fraction representing a rational number whose numerator and denominator are both integers.,Definition:Fraction/Vulgar,"['Definitions/Vulgar Fractions', 'Definitions/Fractions']",A vulgar fraction is a fraction representing a rational number whose numerator and denominator are both integers.
Definition:Common,Common,"Let $A$ and $B$ be planes.

The common section of $A$ and $B$ is the intersection of $A$ and $B$.",Definition:Common Section,['Definitions/Euclidean Geometry'],"Let A and B be planes.

The common section of A and B is the intersection of A and B."
Definition:Commutative Algebra,Commutative Algebra,"Let $R$ be a commutative ring.

Let $\left( A_R, \oplus \right)$ be an algebra over $R$.


Then $\left( A_R, \oplus \right)$ is a commutative algebra  if and only if  $\oplus$ is a commutative operation.

That is:

:$\forall a, b \in A_R: a \oplus b = b \oplus a$",Definition:Commutative Algebra (Abstract Algebra),"['Definitions/Commutative Algebras', 'Definitions/Algebras', 'Definitions/Commutativity']","Let R be a commutative ring.

Let ( A_R, ⊕) be an algebra over R.


Then ( A_R, ⊕) is a commutative algebra  if and only if  ⊕ is a commutative operation.

That is:

:∀ a, b ∈ A_R: a ⊕ b = b ⊕ a"
Definition:Commutative Algebra,Commutative Algebra,Commutative algebra is the branch of abstract algebra concerned with commutative and unitary rings.,Definition:Commutative Algebra (Mathematical Branch),"['Definitions/Branches of Mathematics', 'Definitions/Commutative Algebra', 'Definitions/Abstract Algebra', 'Definitions/Ring Theory', 'Definitions/Module Theory', 'Definitions/Algebraic Geometry', 'Definitions/Algebraic Number Theory', 'Definitions/Commutativity']",Commutative algebra is the branch of abstract algebra concerned with commutative and unitary rings.
Definition:Compact,Compact,"Let $D$ be a subset of the complex plane $\mathbb C$.


Then $D$ is compact (in $\mathbb C$)  if and only if :
:$D$ is closed in $\mathbb C$
and
:$D$ is bounded in $\mathbb C$.",Definition:Compact Space/Metric Space/Complex,"['Definitions/Compact Spaces', 'Definitions/Complex Analysis']","Let D be a subset of the complex plane ℂ.


Then D is compact (in ℂ)  if and only if :
:D is closed in ℂ
and
:D is bounded in ℂ."
Definition:Compact,Compact,"Let $\left( S, \preceq \right)$ be an ordered set.

Let $x \in S$.


Then $x$ is compact (element)  if and only if  $x \ll x$

where $\ll$ denotes the way below relation.",Definition:Compact Element,['Definitions/Order Theory'],"Let ( S, ≼) be an ordered set.

Let x ∈ S.


Then x is compact (element)  if and only if  x ≪ x

where ≪ denotes the way below relation."
Definition:Compact,Compact,"Let $X$ be a topological space.

Let $M$ be a metric space.

Let $\left\langle{f_n}\right\rangle$ be a sequence of mappings $f_n : X \to M$.

Let $f: X \to M$ be a mapping.


Then $f_n$ converges compactly to $f$  if and only if  $f_n$ converges uniformly to $f$ on every compact subset of $X$.",Definition:Compact Convergence,['Definitions/Convergence'],"Let X be a topological space.

Let M be a metric space.

Let ⟨f_n⟩ be a sequence of mappings f_n : X → M.

Let f: X → M be a mapping.


Then f_n converges compactly to f  if and only if  f_n converges uniformly to f on every compact subset of X."
Definition:Compact,Compact,"Let $\left( X, \tau_1 \right)$ be a topological space.

Let $\left( Y, \tau_2 \right)$ be a compact space.

Let $f: X \to Y$ be a topological embedding.

Let $\mathrm {Img} \left( f \right)$ be everywhere dense in $Y$.


Then either $f$ or $\left( Y, \tau_2 \right)$ may be called a compactification of $\left( X, \tau_1 \right)$.",Definition:Compactification,"['Definitions/Topology', 'Definitions/Compact Spaces']","Let ( X, τ_1 ) be a topological space.

Let ( Y, τ_2 ) be a compact space.

Let f: X → Y be a topological embedding.

Let Img( f ) be everywhere dense in Y.


Then either f or ( Y, τ_2 ) may be called a compactification of ( X, τ_1 )."
Definition:Compatible,Compatible,"Let $\left( S, \circ \right)$ be a closed algebraic structure.

Let $\mathcal R$ be a relation on $S$.


Then $\mathcal R$ is compatible with $\circ$  if and only if :

:$\forall x, y, z \in S: x \mathrel \mathcal R y \implies \left( x \circ z \right) \mathrel \mathcal R \left( y \circ z \right)$

:$\forall x, y, z \in S: x \mathrel \mathcal R y \implies \left( z \circ x \right) \mathrel \mathcal R \left( z \circ y \right)$",Definition:Relation Compatible with Operation,['Definitions/Compatible Relations'],"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation on S.


Then ℛ is compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y )"
Definition:Compatible,Compatible,"Let $\left( S, \circ \right)$ be a closed algebraic structure.

Let $\mathcal R$ be a relation in $S$.


Then $\mathcal R$ is strongly compatible with $\circ$  if and only if :

:$\forall x, y, z \in S: x \mathrel \mathcal R y \iff \left( x \circ z \right) \mathrel \mathcal R \left( y \circ z \right)$

:$\forall x, y, z \in S: x \mathrel \mathcal R y \iff \left( z \circ x \right) \mathrel \mathcal R \left( z \circ y \right)$.


That is,  if and only if  $\mathcal R$ is compatible with $\circ$ and conversely compatible with $\circ$.",Definition:Relation Strongly Compatible with Operation,['Definitions/Compatible Relations'],"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is strongly compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y ).


That is,  if and only if  ℛ is compatible with ∘ and conversely compatible with ∘."
Definition:Compatible,Compatible,"Let $F$ be a (unary) operation which can be applied to sets.


Then $F$ is compatible with set equivalence  if and only if :

:$F \left[ A \right] = F \left[ B \right] \iff A \sim B$

where:
:$A$ and $B$ are arbitrary sets
:$F \left[ A \right]$ denotes the image of $A$ under $F$
:$\sim$ denotes set equivalence.",Definition:Operation Compatible with Set Equivalence,['Definitions/Set Theory'],"Let F be a (unary) operation which can be applied to sets.


Then F is compatible with set equivalence  if and only if :

:F [ A ] = F [ B ]  A ∼ B

where:
:A and B are arbitrary sets
:F [ A ] denotes the image of A under F
:∼ denotes set equivalence."
Definition:Compatible,Compatible,"Let $\left( R, +, \circ \right)$ be a ring whose zero is $0_R$.


An ordering $\preccurlyeq$ on $R$ is compatible with the ring structure of $R$  if and only if  $\preccurlyeq$ satisies the ring compatible ordering axioms:
 ",Definition:Ordering Compatible with Ring Structure,"['Definitions/Ordered Rings', 'Definitions/Ordered Integral Domains']","Let ( R, +, ∘) be a ring whose zero is 0_R.


An ordering ≼ on R is compatible with the ring structure of R  if and only if  ≼ satisies the ring compatible ordering axioms:
 "
Definition:Compatible,Compatible,"Let $\left( M, \cdot \right)$ be a semigroup.

Let $\left( R, +, \circ \right)$ be a ring.

Let $\left\langle R_n \right\rangle_{n \mathop \in M}$ be a gradation of type $M$ on the additive group of $R$.


The gradation is compatible with the ring structure  if and only if 
:$\forall m, n \in M : \forall x \in S_m, y \in S_n: x \circ y \in S_{m \cdot n}$

and so:

:$S_m S_n \subseteq S_ {m \cdot n}$",Definition:Gradation Compatible with Ring Structure,['Definitions/Ring Theory'],"Let ( M, ·) be a semigroup.

Let ( R, +, ∘) be a ring.

Let ⟨ R_n ⟩_n ∈ M be a gradation of type M on the additive group of R.


The gradation is compatible with the ring structure  if and only if 
:∀ m, n ∈ M : ∀ x ∈ S_m, y ∈ S_n: x ∘ y ∈ S_m · n

and so:

:S_m S_n ⊆ S_ m · n"
Definition:Compatible,Compatible,"Let $\left( S, \circ \right)$ be a closed algebraic structure.

Let $\mathcal R$ be a relation in $S$.


Then $\mathcal R$ is conversely compatible with $\circ$  if and only if :

:$\forall x, y, z \in S: \left( x \circ z \right) \mathrel \mathcal R \left( y \circ z \right) \implies x \mathrel \mathcal R y$

:$\forall x, y, z \in S: \left( z \circ x \right) \mathrel \mathcal R \left( z \circ y \right) \implies x \mathrel \mathcal R y$",Definition:Relation Conversely Compatible with Operation,['Definitions/Compatible Relations'],"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is conversely compatible with ∘  if and only if :

:∀ x, y, z ∈ S: ( x ∘ z ) ℛ( y ∘ z )  x ℛ y

:∀ x, y, z ∈ S: ( z ∘ x ) ℛ( z ∘ y )  x ℛ y"
Definition:Compatible,Compatible,"A relation $\mathcal R$ is universally compatible on a set $S$  if and only if  it is compatible with every closed operation that can be defined on $S$.

Category:Definitions/Abstract Algebra",Definition:Universally Compatible Relation,['Definitions/Abstract Algebra'],"A relation ℛ is universally compatible on a set S  if and only if  it is compatible with every closed operation that can be defined on S.

Category:Definitions/Abstract Algebra"
Definition:Compatible,Compatible,"Let $\mathcal U_1$ and $\mathcal U_2$ be quasiuniformities on a set $S$.

Let $\left( \left( S, \mathcal U_1 \right), \tau_1 \right)$ and $\left( \left( S, \mathcal U_2 \right), \tau_2 \right)$ be the quasiuniform spaces generated by $\mathcal U_1$ and $\mathcal U_2$.


Then $\mathcal U_1$ and $\mathcal U_2$ are compatible (with each other)  if and only if  their topologies are equal.

That is,  if and only if  $\tau_1 = \tau_2$.",Definition:Compatible Quasiuniformities,['Definitions/Uniformities'],"Let 𝒰_1 and 𝒰_2 be quasiuniformities on a set S.

Let ( ( S, 𝒰_1 ), τ_1 ) and ( ( S, 𝒰_2 ), τ_2 ) be the quasiuniform spaces generated by 𝒰_1 and 𝒰_2.


Then 𝒰_1 and 𝒰_2 are compatible (with each other)  if and only if  their topologies are equal.

That is,  if and only if  τ_1 = τ_2."
Definition:Compatible,Compatible,"Let $M$ be a topological space.

Let $d$ be a natural number.

Let $\left( U, \phi \right)$ and $\left( V, \psi \right)$ be $d$-dimensional charts of $M$.


$\left( U, \phi \right)$ and $\left( V, \psi \right)$ are smoothly compatible  if and only if  their transition mapping:
:$\psi \circ \phi^{-1} : \phi \left(   \right){U \cap V} \to \psi \left(   \right){U \cap V}$
is of class $C^\infty$.


Category:Definitions/Manifolds",Definition:Compatible Charts/Smooth,['Definitions/Manifolds'],"Let M be a topological space.

Let d be a natural number.

Let ( U, ϕ) and ( V, ψ) be d-dimensional charts of M.


( U, ϕ) and ( V, ψ) are smoothly compatible  if and only if  their transition mapping:
:ψ∘ϕ^-1 : ϕ(   )U ∩ V→ψ(   )U ∩ V
is of class C^∞.


Category:Definitions/Manifolds"
Definition:Compatible,Compatible,"Let $M$ be a topological space.

Let $A$ be a $d$-dimensional $C^k$-atlas on $M$.

Let $\left( U, \phi \right)$ be a $d$-dimensional chart of $M$.


Then $\left( U, \phi \right)$ is $C^k$-compatible with $A$  if and only if  $\left( U, \phi \right)$ is $C^k$-compatible with every chart of $A$.

Category:Definitions/Manifolds",Definition:Chart Compatible with Atlas,['Definitions/Manifolds'],"Let M be a topological space.

Let A be a d-dimensional C^k-atlas on M.

Let ( U, ϕ) be a d-dimensional chart of M.


Then ( U, ϕ) is C^k-compatible with A  if and only if  ( U, ϕ) is C^k-compatible with every chart of A.

Category:Definitions/Manifolds"
Definition:Complement,Complement,":

Let $\angle BAC$ be a right angle.

Let $\angle BAD + \angle DAC = \angle BAC$.

That is:
:$\angle DAC = \angle BAC - \angle BAD$


Then $\angle DAC$ is the complement of $\angle BAD$.


Hence, for any angle $\alpha$ (whether less than a right angle or not), the complement of $\alpha$ is $\dfrac \pi 2 - \alpha$.

Measured in degrees, the complement of $\alpha$ is $90^\circ - \alpha$.


If $\alpha$ is the complement of $\beta$, then it follows that $\beta$ is the complement of $\alpha$.

Hence we can say that $\alpha$ and $\beta$ are complementary.


It can be seen from this that the complement of an angle greater than a right angle is negative.


Thus complementary angles are two angles whose measures add up to the measure of a right angle.

That is, their measurements add up to $90$ degrees or $\dfrac \pi 2$ radians.",Definition:Complementary Angles,['Definitions/Angles'],":

Let ∠ BAC be a right angle.

Let ∠ BAD + ∠ DAC = ∠ BAC.

That is:
:∠ DAC = ∠ BAC - ∠ BAD


Then ∠ DAC is the complement of ∠ BAD.


Hence, for any angle α (whether less than a right angle or not), the complement of α is π 2 - α.

Measured in degrees, the complement of α is 90^∘ - α.


If α is the complement of β, then it follows that β is the complement of α.

Hence we can say that α and β are complementary.


It can be seen from this that the complement of an angle greater than a right angle is negative.


Thus complementary angles are two angles whose measures add up to the measure of a right angle.

That is, their measurements add up to 90 degrees or π 2 radians."
Definition:Complement,Complement,"Let $ABDC$ and $EFHG$ be two parallelograms with the same angles, which share a diagonal, such that $ABDC \cap EFHG \ne \varnothing$.

:

Then the two parallelograms $CIGK$ and $BJHL$ are known as the complements of the parallelograms $ABDC$ and $EFHG$.",Definition:Complements of Parallelograms,['Definitions/Parallelograms'],"Let ABDC and EFHG be two parallelograms with the same angles, which share a diagonal, such that ABDC ∩ EFHG ∅.

:

Then the two parallelograms CIGK and BJHL are known as the complements of the parallelograms ABDC and EFHG."
Definition:Complement,Complement,"Let $\mathcal R \subseteq S \times T$ be a relation.


The complement of $\mathcal R$ is the relative complement of $\mathcal R$ with respect to $S \times T$:
:$\complement_{S \times T} \left(   \right)\mathcal R := \left\lbrace \left( s, t \right) \in S \times T: \left( s, t \right) \notin \mathcal R \right\rbrace$


If the sets $S$ and $T$ are implicit, then $\complement \left(   \right)\mathcal R$ can be used.",Definition:Complement of Relation,['Definitions/Relation Theory'],"Let ℛ⊆ S × T be a relation.


The complement of ℛ is the relative complement of ℛ with respect to S × T:
:∁_S × T(   )ℛ := {( s, t ) ∈ S × T: ( s, t ) ∉ℛ}


If the sets S and T are implicit, then ∁(   )ℛ can be used."
Definition:Complement,Complement,"The set complement (or, when the context is established, just complement) of a set $S$ in a universe $\mathbb U$ is defined as:

:$\complement \left(   \right)S = \complement_{\mathbb U} \left(   \right)S = \mathbb U \setminus S$

See the definition of Relative Complement for the definition of $\complement_{\mathbb U} \left(   \right)S$.


Thus the complement of a set $S$ is the relative complement of $S$ in the universe, or the complement of $S$ relative to the universe.

A common alternative to the symbology $\complement \left(   \right)S$, which we will sometimes use, is $\overline S$.",Definition:Set Complement,"['Definitions/Set Complement', 'Definitions/Set Theory']","The set complement (or, when the context is established, just complement) of a set S in a universe 𝕌 is defined as:

:∁(   )S = ∁_𝕌(   )S = 𝕌∖ S

See the definition of Relative Complement for the definition of ∁_𝕌(   )S.


Thus the complement of a set S is the relative complement of S in the universe, or the complement of S relative to the universe.

A common alternative to the symbology ∁(   )S, which we will sometimes use, is S."
Definition:Complement,Complement,"Let $S$ be a set, and let $T \subseteq S$, that is: let $T$ be a subset of $S$.

Then the set difference $S \setminus T$ can be written $\complement_{S} \left(   \right)T$, and is called the relative complement of $T$ in $S$, or the complement of $T$ relative to $S$.

Thus:
:$\complement_{S} \left(   \right)T = \left\lbrace x \in S : x \notin T \right\rbrace$",Definition:Relative Complement,"['Definitions/Set Theory', 'Definitions/Relative Complement']","Let S be a set, and let T ⊆ S, that is: let T be a subset of S.

Then the set difference S ∖ T can be written ∁_S(   )T, and is called the relative complement of T in S, or the complement of T relative to S.

Thus:
:∁_S(   )T = { x ∈ S : x ∉ T }"
Definition:Complete,Complete,"Let $T = \left( S, \tau \right)$ be a topological space.

Let $M = \left( S, d \right)$ be a complete metric space such that $\left( S, \tau \right)$ is the topological space induced by $d$.


If there exists such a complete metric space, then $T$ is described as topologically complete.",Definition:Topologically Complete Space,"['Definitions/Complete Metric Spaces', 'Definitions/Topology']","Let T = ( S, τ) be a topological space.

Let M = ( S, d ) be a complete metric space such that ( S, τ) is the topological space induced by d.


If there exists such a complete metric space, then T is described as topologically complete."
Definition:Complete,Complete,"Let $\left( S, \preceq \right)$ be an ordered set.

Then $\left( S, \preceq \right)$ has the Dedekind completeness property  if and only if  every non-empty subset of $S$ that is bounded above admits a supremum (in $S$).",Definition:Dedekind Completeness Property,"['Definitions/Dedekind Completeness Property', 'Definitions/Order Theory']","Let ( S, ≼) be an ordered set.

Then ( S, ≼) has the Dedekind completeness property  if and only if  every non-empty subset of S that is bounded above admits a supremum (in S)."
Definition:Complete,Complete,An inductive ordered set is an ordered set in which every chain has an upper bound.,Definition:Inductive Ordered Set,"['Definitions/Set Theory', 'Definitions/Order Theory']",An inductive ordered set is an ordered set in which every chain has an upper bound.
Definition:Complete,Complete,"Let $S$ be a set of truth functions.


Then $S$ is functionally complete  if and only if  all possible truth functions are definable from $S$.",Definition:Functionally Complete,['Definitions/Truth Functions'],"Let S be a set of truth functions.


Then S is functionally complete  if and only if  all possible truth functions are definable from S."
Definition:Complete,Complete,"Let $\mathcal L$ be a language.

Let $\mathscr M$ be a formal semantics for $\mathcal L$.

Let $T$ be an $\mathcal L$-theory.


$T$ is complete (with respect to $\mathcal L$ and $\mathscr M$)  if and only if :
:$T$ is satisfiable for $\mathscr M$
:for every $\mathcal L$-sentence $\phi$, either $T \models_{\mathscr M} \phi$ or $T \models_{\mathscr M} \neg \phi$
where $T \models_{\mathscr M} \phi$ denotes semantic entailment.",Definition:Complete Theory,"['Definitions/Model Theory', 'Definitions/Formal Semantics']","Let ℒ be a language.

Let ℳ be a formal semantics for ℒ.

Let T be an ℒ-theory.


T is complete (with respect to ℒ and ℳ)  if and only if :
:T is satisfiable for ℳ
:for every ℒ-sentence ϕ, either T _ℳϕ or T _ℳϕ
where T _ℳϕ denotes semantic entailment."
Definition:Complete,Complete,"Let $G = \left( V, E \right)$ be a simple graph such that every vertex is adjacent to every other vertex.

Then $G$ is called complete.


The complete graph of order $p$ is denoted $K_p$.",Definition:Complete Graph,['Definitions/Complete Graphs'],"Let G = ( V, E ) be a simple graph such that every vertex is adjacent to every other vertex.

Then G is called complete.


The complete graph of order p is denoted K_p."
Definition:Complete,Complete,"A complete bipartite graph is a bipartite graph $G = \left( A \mid B, E \right)$ in which every vertex in $A$ is adjacent to every vertex in $B$.

The complete bipartite graph where $A$ has $m$ vertices and $B$ has $n$ vertices is denoted $K_{m, n}$.",Definition:Complete Bipartite Graph,"['Definitions/Complete Bipartite Graphs', 'Definitions/Bipartite Graphs', 'Definitions/Graph Theory']","A complete bipartite graph is a bipartite graph G = ( A | B, E ) in which every vertex in A is adjacent to every vertex in B.

The complete bipartite graph where A has m vertices and B has n vertices is denoted K_m, n."
Definition:Completion,Completion,"Let $\left( S, \preceq_S \right)$ be an ordered set.


An ordered set $\left( T, \preceq_T \right)$ is an order completion of $S$  if and only if :

:$(1):\quad S \subseteq T$

:$(2):\quad {\preceq_T \restriction_S} = {\preceq_S}$, where $\restriction$ denotes restriction

:$(3):\quad \left( T, \preceq_T \right)$ is a complete ordered set

:$(4):\quad$ For all ordered sets $\left( T', \preceq_{T'}  \right)$ satisfying $(1), (2)$ and $(3)$, there is a unique increasing injection $\phi: T' \to T$",Definition:Order Completion,['Definitions/Order Theory'],"Let ( S, ≼_S ) be an ordered set.


An ordered set ( T, ≼_T ) is an order completion of S  if and only if :

:(1):   S ⊆ T

:(2):  ≼_T _S = ≼_S, where  denotes restriction

:(3):  ( T, ≼_T ) is a complete ordered set

:(4): For all ordered sets ( T', ≼_T') satisfying (1), (2) and (3), there is a unique increasing injection ϕ: T' → T"
