title,term,definition
Definition:Equivalence Class,Class,"Let S be a set.

Let ℛ⊆ S × S be an equivalence relation on S.

Let x ∈ S.


Then the equivalence class of x under ℛ is the set:
:[[ x ]]_ℛ = { y ∈ S: ( x, y ) ∈ℛ}


If ℛ is an equivalence on S, then each t ∈ S that satisfies ( x, t ) ∈ℛ (or ( t, x ) ∈ℛ) is called a ℛ-relative of x.


That is, the equivalence class of x under ℛ is the set of all ℛ-relatives of x.


=== Representative of Equivalence Class ===
Let S be a set.

Let ℛ⊆ S × S be an equivalence relation on S.

Let x ∈ S.


Let [[ x ]]_ℛ be the equivalence class of x under ℛ.

Let y ∈[[ x ]]_ℛ.

Then y is a representative of [[ x ]]_ℛ."
Definition:Conjugacy Class,Class,"The equivalence classes into which the conjugacy relation divides its group into are called conjugacy classes.

The conjugacy class of an element x ∈ G can be denoted C_x."
Definition:NP Complexity Class,Class,"In computability theory, NP is a complexity class in which there exists some nondeterministic Turing machine that will either:
:halt within p (   )| x | steps
or:
:run forever

where:
:p is a polynomial
:| x | is the length of the input to the Machine."
Definition:Truth Table/Column,Column,"A row of a truth table is one of the vertical lines headed by a statement form presenting all the truth values that the statement form takes.

Each entry in the column corresponds to one specific combination of truth values taken by the propositional variables that the statement form comprises."
Definition:Matrix/Column,Column,"Let 𝐀 be an m × n matrix.

For each j ∈[ 1  . . ]n, the columns of 𝐀 are the ordered m-tuples:
:c_j = ( a_1 j, a_2 j, …, a_m j)

where c_j is called the jth column of 𝐀.


A column of an m × n matrix can also be treated as a m × 1 column matrix in its own right:
:c_j = [ a_1 j; a_2 j;     ⋮; a_m j ]
for j = 1, 2, …, n."
Definition:Latin Square/Column,Column,"Let 𝐋 be a Latin square.

The columns of 𝐋 are the lines of elements reading down the page."
Definition:General Logarithm/Common,Common,"Logarithms base 10 are often referred to as common logarithms.


=== Notation for Negative Logarithm ===
Let n ∈ℝ be a real number such that 0 < n < 1.

Let n be presented (possibly approximated) in scientific notation as:
:a × 10^-d
where d ∈ℤ_>0 is a (strictly) positive integer.

Let log_10 n denote the common logarithm of n.

Then it is the standard convention to express log_10 n in the form:
:log_10 n = d m

where m := log_10 a is the mantissa of log_10 n.


The overline notation is commonly read as bar, that is:
:2 is read as bar two."
Definition:Arithmetic Mean,Common,"Let x_1, x_2, …, x_n ∈ℝ be real numbers.

The arithmetic mean of x_1, x_2, …, x_n is defined as:

:A_n :=  1 n ∑_k  = 1^n x_k

That is, to find out the arithmetic mean of a set of numbers, add them all up and divide by how many there are."
Definition:Common Denominator/Lowest,Common,"Let a b and c d be fractions.

The lowest common denominator of a b and c d is the lowest common multiple of the denominators of a b and c d:
:lcm{ b, d }"
Definition:Common Divisor/Real Numbers,Common,"Let S be a finite set of real numbers, that is:

:S = { x_1, x_2, …, x_n: ∀ k ∈ℕ^*_n: x_k ∈ℝ}


Let c ∈ℝ such that c divides all the elements of S, that is:

:∀ x ∈ S: c \ x


Then c is a common divisor of all the elements in S."
Definition:Greatest Common Divisor/Real Numbers,Common,"Let a, b ∈ℝ be commensurable.

Then there exists a greatest element d ∈ℝ_>0 such that:
:d \ a
:d \ b
where d \ a denotes that d is a divisor of a.


This is called the greatest common divisor of a and b and denoted { a, b }."
Definition:Common Multiple,Common,"Let S be a finite set of non-zero integers, that is:

:S = { x_1, x_2, …, x_n: ∀ k ∈ℕ^*_n: x_k ∈ℤ, x_k  0 }


Let m ∈ℤ such that all the elements of S divide m, that is:

:∀ x ∈ S: x \ m


Then m is a common multiple of all the elements in S.

 "
Definition:Commutative Algebra (Abstract Algebra),Commutative Algebra,"Let R be a commutative ring.

Let ( A_R, ⊕) be an algebra over R.


Then ( A_R, ⊕) is a commutative algebra  if and only if  ⊕ is a commutative operation.

That is:

:∀ a, b ∈ A_R: a ⊕ b = b ⊕ a"
Definition:Commutative Algebra (Mathematical Branch),Commutative Algebra,Commutative algebra is the branch of abstract algebra concerned with commutative and unitary rings.
Definition:Relation Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation on S.


Then ℛ is compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y )"
Definition:Relation Strongly Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is strongly compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y ).


That is,  if and only if  ℛ is compatible with ∘ and conversely compatible with ∘."
Definition:Operation Compatible with Set Equivalence,Compatible,"Let F be a (unary) operation which can be applied to sets.


Then F is compatible with set equivalence  if and only if :

:F [ A ] = F [ B ]  A ∼ B

where:
:A and B are arbitrary sets
:F [ A ] denotes the image of A under F
:∼ denotes set equivalence."
Definition:Ordering Compatible with Ring Structure,Compatible,"Let ( R, +, ∘) be a ring whose zero is 0_R.


An ordering ≼ on R is compatible with the ring structure of R  if and only if  ≼ satisies the ring compatible ordering axioms:
 "
Definition:Gradation Compatible with Ring Structure,Compatible,"Let ( M, ·) be a semigroup.

Let ( R, +, ∘) be a ring.

Let ⟨ R_n ⟩_n ∈ M be a gradation of type M on the additive group of R.


The gradation is compatible with the ring structure  if and only if 
:∀ m, n ∈ M : ∀ x ∈ S_m, y ∈ S_n: x ∘ y ∈ S_m · n

and so:

:S_m S_n ⊆ S_ m · n"
Definition:Relation Conversely Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is conversely compatible with ∘  if and only if :

:∀ x, y, z ∈ S: ( x ∘ z ) ℛ( y ∘ z )  x ℛ y

:∀ x, y, z ∈ S: ( z ∘ x ) ℛ( z ∘ y )  x ℛ y"
Definition:Complementary Angles,Complement,":

Let ∠ BAC be a right angle.

Let ∠ BAD + ∠ DAC = ∠ BAC.

That is:
:∠ DAC = ∠ BAC - ∠ BAD


Then ∠ DAC is the complement of ∠ BAD.


Hence, for any angle α (whether less than a right angle or not), the complement of α is π 2 - α.

Measured in degrees, the complement of α is 90^∘ - α.


If α is the complement of β, then it follows that β is the complement of α.

Hence we can say that α and β are complementary.


It can be seen from this that the complement of an angle greater than a right angle is negative.


Thus complementary angles are two angles whose measures add up to the measure of a right angle.

That is, their measurements add up to 90 degrees or π 2 radians."
Definition:Complements of Parallelograms,Complement,"Let ABDC and EFHG be two parallelograms with the same angles, which share a diagonal, such that ABDC ∩ EFHG ∅.

:

Then the two parallelograms CIGK and BJHL are known as the complements of the parallelograms ABDC and EFHG."
Definition:Complement of Relation,Complement,"Let ℛ⊆ S × T be a relation.


The complement of ℛ is the relative complement of ℛ with respect to S × T:
:∁_S × T(   )ℛ := {( s, t ) ∈ S × T: ( s, t ) ∉ℛ}


If the sets S and T are implicit, then ∁(   )ℛ can be used."
Definition:Set Complement,Complement,"The set complement (or, when the context is established, just complement) of a set S in a universal set 𝕌 is defined as:

:∁(   )S = ∁_𝕌(   )S = 𝕌∖ S

See the definition of Relative Complement for the definition of ∁_𝕌(   )S.


Thus the complement of a set S is the relative complement of S in the universal set, or the complement of S relative to the universal set.

A common alternative to the symbology ∁(   )S, which we will sometimes use, is S."
Definition:Relative Complement,Complement,"Let S be a set, and let T ⊆ S, that is: let T be a subset of S.

Then the set difference S ∖ T can be written ∁_S(   )T, and is called the relative complement of T in S, or the complement of T relative to S.

Thus:
:∁_S(   )T = { x ∈ S : x ∉ T }"
Definition:Logical Complement,Complement,"The (logical) complement of a propositional formula 𝐀 is the negation of 𝐀, that is, 𝐀.

Conversely, the complement of 𝐀 is defined to be 𝐀.


=== Complementary Pair ===
For any propositional formula 𝐀, the set {𝐀, 𝐀} is called a complementary pair of formulas."
Definition:Complement (Lattice Theory),Complement,"Let ( S, ∨, ∧, ≼) be a bounded lattice.

Denote by  and ⊤ the bottom and top of S, respectively.

Let a ∈ S.


Then b ∈ S is called a complement of a  if and only if :

:b ∨ a = ⊤
:b ∧ a =


If a has a unique complement, it is denoted by a.


=== Complemented Lattice ===
Let ( S, ∨, ∧, ≼) be a bounded lattice.

Suppose that every a ∈ S admits a complement.


Then ( S, ∨, ∧, ≼) is called a complemented lattice."
Definition:Complement (Graph Theory),Complement,"=== Simple Graph ===
Let G = ( V, E ) be a simple graph.

The complement of G is the simple graph G = ( V, E) which consists of:
:The same vertex set V of G
:The set E defined such that { u, v }∈E{ u, v }∉ E, where u and v are distinct.

=== Loop-Graph ===
Let G = ( V, E ) be a loop-graph.

The complement of G is the loop-graph G = ( V, E) which consists of:
:The same vertex set V of G;
:The set E defined such that:
::{ u, v }∈E{ u, v }∉ E
::{ v, v }∈E{ v, v }∉ E


That is, the complement G of a loop-graph G has loops on all vertices where there are no loops in G."
Definition:Complete Metric Space,Complete,"=== Definition 1 ===
A metric space M = ( A, d ) is complete  if and only if  every Cauchy sequence is convergent.

=== Definition 2 ===
A metric space M = ( A, d ) is complete  if and only if  the intersection of every nested sequence of closed balls whose radii tend to zero is non-empty."
Definition:Topologically Complete Space,Complete,"Let T = ( S, τ) be a topological space.

Let M = ( S, d ) be a complete metric space such that ( S, τ) is the topological space induced by d.


If there exists such a complete metric space, then T is described as topologically complete."
Definition:Complete Lattice,Complete,"=== Definition 1 ===
Let ( S, ≼) be a lattice.


Then ( S, ≼) is a complete lattice  if and only if :

:∀ T ⊆ S: T admits both a supremum and an infimum.

=== Definition 2 ===
Let ( S, ≼) be an ordered set.


Then ( S, ≼) is a complete lattice  if and only if :

:∀ S' ⊆ S: inf S', sup S' ∈ S

That is,  if and only if  all subsets of S have both a supremum and an infimum."
Definition:Dedekind Completeness Property,Complete,"Let ( S, ≼) be an ordered set.

Then ( S, ≼) has the Dedekind completeness property  if and only if  every non-empty subset of S that is bounded above admits a supremum (in S)."
Definition:Inductive Ordered Set,Complete,An inductive ordered set is an ordered set in which every chain has an upper bound.
Definition:Functionally Complete,Complete,"Let S be a set of truth functions.


Then S is functionally complete  if and only if  all possible truth functions are definable from S."
Definition:Order Completion,Completion,"Let ( S, ≼_S ) be an ordered set.


An ordered set ( T, ≼_T ) is an order completion of S  if and only if :

:(1):   S ⊆ T

:(2):  ≼_T _S = ≼_S, where  denotes restriction

:(3):  ( T, ≼_T ) is a complete ordered set

:(4): For all ordered sets ( T', ≼_T') satisfying (1), (2) and (3), there is a unique increasing injection ϕ: T' → T"
Definition:Completion (Measure Space),Completion,"Let ( X, x3a3, μ), ( X̃, x3a3^*, μ̅) be measure spaces.

Then:
:( X̃, x3a3^*, μ̅) is a completion of ( X, x3a3, μ)
or:
:( X̃, x3a3^*, μ̅) completes ( X, x3a3, μ)

 if and only if  the following conditions hold:

:(1):   ( X̃, x3a3^*, μ̅) is a complete measure space
:(2):   X̃ = X
:(3):   x3a3 is a sub-σ-algebra of x3a3^*
:(4):   ∀ E ∈x3a3: μ̅(   )E = μ(   )E, that is: μ̅_x3a3 = μ"
Definition:Completion (Metric Space),Completion,"Let M_1 = ( A, d ) and M_2 = ( Ã, d̃) be metric spaces.

Then M_2 is a completion of M_1, or M_2 completes M_1,  if and only if :
:(1):    M_2 is a complete metric space
:(2):    A ⊆Ã
:(3):    A is dense in M_2
:(4):   ∀ x, y ∈ A : d̃(   )x, y = d (   )x, y. In terms of restriction of functions, this says that d̃_A(   )= d.


It is immediate from this definition that a completion of a metric space M_1 consists of:
:A complete metric space M_2
:An isometry ϕ : A →Ã
such that ϕ(   )A = {ϕ(   )x: x ∈ A } is dense in M_2.

An isometry is often required to be bijective, so here one should consider ϕ as a mapping from A to the image of ϕ.

Therefore to insist that ϕ be an isometry, in this context, is to say that ϕ must be an injection that preserves the metric of M_1."
Definition:Completion (Normed Division Ring),Completion,"Let ( R_1, ‖ · ‖_1 ) and ( R_2, ‖ · ‖_2 ) be normed division rings.

Let M_1 = ( R_1, d_1 ) and M_2 = ( R_2, d_2 ) be the metric spaces where d_1: R_1 × R_1 →ℝ_≥ 0 and d_2: R_2 × R_2 →ℝ_≥ 0 are the metrics induced by ‖ · ‖_1 and ‖ · ‖_2 respectively.


Then ( R_2, ‖ · ‖_2 ) is a completion of ( R_1, ‖ · ‖_1 )  if and only if :
:(1): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(2):    M_2 is a metric completion of ϕ(   )M_1.


That is, ( R_2, ‖ · ‖_2 ) is a completion of ( R_1,‖ · ‖_1 )  if and only if :
:(a):    M_2 is a complete metric space
:(b): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(c):   ϕ(   )R_1 is a dense subspace in M_2."
Definition:Analysis/Complex,Complex,Complex analysis is a branch of mathematics that studies complex functions.
Definition:Complex Number,Complex,"
=== Informal Definition ===
A complex number is a number in the form a + b i or a + i b where:
:a and b are real numbers
:i is a square root of -1, that is, i = √(-1).

=== Formal Definition ===
A complex number is an ordered pair ( x, y ) where x, y ∈ℝ are real numbers, on which the operations of addition and multiplication are defined as follows:


=== Complex Addition ===
Let ( x_1, y_1 ) and ( x_2, y_2 ) be complex numbers.

Then + is a binary operation defined as:

:( x_1, y_1 ) + ( x_2, y_2 ):= ( x_1 + x_2, y_1 + y_2 )

=== Complex Multiplication ===
Let ( x_1, y_1 ) and ( x_2, y_2 ) be complex numbers.


Then ( x_1, y_1 ) ( x_2, y_2 ) is defined as:

:( x_1, y_1 ) ( x_2, y_2 ) := ( x_1 x_2 - y_1 y_2, x_1 y_2 + y_1 x_2 )

=== Scalar Product ===
Let ( x, y ) be a complex number.

Let m ∈ℝ be a real number.


Then m ( x, y ) is defined as:

:m ( x, y ) := ( m x, m y )

=== Construction from Cayley-Dickson Construction ===
The complex numbers can be defined by the Cayley-Dickson construction from the set of real numbers ℝ.

From Real Numbers form Algebra, ℝ forms a nicely normed *-algebra.

Let a, b ∈ℝ.

Then ( a, b ) ∈ℂ, where:

:( a, b ) ( c, d ) = ( a c - d b, a d + c b )
:( a, b )  = ( a, -b )
where:
:a is the conjugate of a
and 
:( a, b ) is the conjugation operation on ℂ.

From Real Numbers form Algebra, a = a and so the above translate into:

:( a, b ) ( c, d ) = ( a c - d b, a d + c b )
:( a, b )  = ( a, -b )


It is clear by direct comparison with the formal definition that this construction genuinely does generate the complex numbers."
Definition:Complex Function,Complex,"A complex function is a function whose domain and codomain are subsets of the set of complex numbers ℂ.


=== Independent Variable ===
Let f: ℂ→ℂ be a complex function.

Let f (   )z = w.


Then z is referred to as an independent variable (of f).

=== Dependent Variable ===
Let f: ℂ→ℂ be a complex function.

Let f (   )z = w.


Then w is referred to as the dependent variable (of f)."
Definition:Complex Conjugate,Complex,"Let z = a + i b be a complex number.


Then the (complex) conjugate of z is denoted z and is defined as:

:z := a - i b


That is, you get the complex conjugate of a complex number by negating its imaginary part.


=== Complex Conjugation ===
The operation of complex conjugation is the mapping:
: ·: ℂ→ℂ: z ↦z.
where z is the complex conjugate of z.


That is, it maps a complex number to its complex conjugate.


Category:Definitions/Complex Conjugates"
Definition:Subset Product,Complex,"Let ( S, ∘) be an algebraic structure.


We can define an operation on the power set 𝒫( S ) as follows:

:∀ A, B ∈𝒫( S ): A ∘_𝒫 B = { a ∘ b: a ∈ A, b ∈ B }


This is called the operation induced on 𝒫( S ) by ∘, and A ∘_𝒫 B is called the subset product of A and B.


It is usual to write A ∘ B for A ∘_𝒫 B.


=== Subset Product with Singleton ===

When one of the subsets in a subset product is a singleton, we can (and often do) dispose of the set braces. Thus:
Let ( S, ∘) be an algebraic structure.


Let A ⊆ S be a subset of S.

Then:
:(1):    a ∘ S := { a }∘ S
:(2):    S ∘ a := S ∘{ a }

where { a }∘ S and S ∘{ a } denote the subset product of { a } with S.


That is:
:a ∘ S = { a ∘ s: s ∈ S }
:S ∘ a = { s ∘ a: s ∈ S }"
Definition:Complex (Group Theory),Complex,"Let G be a group.

Let K ⊆ G be a subset of G.


Then K is referred to by some sources as a complex of elements of G."
Definition:Differential Complex,Complex,"Let R be a commutative ring with unity.

Let M = ⊕_n ∈ℤ M^n be a ℤ-graded R-module that is also a differential module with differential d.


Then M is a differential complex if d satisfies:

:d(   )M^n⊆ M^n + 1

for all n ∈ℤ.


The notation d_n := d_M_n is often seen."
Definition:Fraction/Complex,Complex,A complex fraction is a fraction such that the numerator or denominator or both are themselves fractions.
Definition:Compound Statement/Substatement,Component,A substatement of a compound statement is one of the statements that comprise it.
Definition:Set Partition/Component,Component,"Let S be a set.

Let 𝕊 = { S_1 | S_2 |⋯} be a partition of S.


The elements S_1, S_2, …∈𝕊 are known as the components of the partition.


Category:Definitions/Set Partitions"
Definition:Component (Topology),Component,"Let T = (S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


From Connectedness of Points is Equivalence Relation, ∼ is an equivalence relation.

From the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the (connected) components of T.


If x ∈ S, then the component of T containing x (that is, the set of points y ∈ S with x ∼ y) is denoted by Comp_x (   )T.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


The component of T containing x is defined as:

:Comp_x (   )T = ⋃{ A ⊆ S: x ∈ A  A . is connected .  }

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


The component of T containing x is defined as:
: the maximal connected set of T that contains x."
Definition:Path Component,Component,"Let T be a topological space.


=== Equivalence Class ===
Let T be a topological space.


Let ∼ be the equivalence relation on T defined as:

:x ∼ y  x and y are path-connected.

The equivalence classes of ∼ are called the path components of T.

If x ∈ T, then the path component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by PC_x (   )T.


From Path-Connectedness is Equivalence Relation, ∼ is an equivalence relation. 

From the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

=== Union of Path-Connected Sets ===
Let T be a topological space.


The path component of T containing x is defined as:

:PC_x (   )T = ⋃{ A ⊆ S: x ∈ A  A . is path-connected .  }

Category:Definitions/Path-Connected Spaces

=== Maximal Path-Connected Set ===
Let T be a topological space.


The path component of T containing x is defined as:
:the maximal path-connected set of T that contains x."
Definition:Arc Component,Component,"Let T be a topological space.

Let us define the relation ∼ on T as follows:

:x ∼ y  x and y are arc-connected.


We have that ∼ is an equivalence relation, so from the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the arc components of T.


If x ∈ T, then the arc component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by AC_x (   )T."
Definition:Irreducible Component,Component,"Let T = ( S, τ) be a topological space.


A subset Y ⊆ S is an irreducible component of T  if and only if :
:Y is irreducible
:Y is not a proper subset of an irreducible subset of S.

That is,  if and only if :
:Y is maximal in the ordered set of irreducible subsets of S, ordered by the subset relation."
Definition:Iterated Binary Operation,Composite,"=== Indexed Iteration ===
Let ( G, * ) be a magma.

Let a, b ∈ℤ be integers.

Let [ a  . . ]b be the integer interval between a and b.

Let f: [ a  . . ]b → G be a mapping.


The indexed iteration of * of f from a to b is recursively defined and denoted:

:∏_k  = a^b f (   )k =  f (   )a     : b = a 
( ∏_k  = a^b - 1 f (   )k ) * f (   )b     : b > a


For each ordered n-tuple ( a_1, a_2, …, a_n ) ∈ S^n, the composite of ( a_1, a_2, …, a_n ) for ⊕ is the value at ( a_1, a_2, …, a_n ) of the n-ary operation defined by ⊕.


This composite is recursively defined and denoted:

 
 
 
 
 


=== Degenerate case ===

 

Let ( G, * ) be a unitary magma with identity e.

Let a, b ∈ℤ be integers such that a < b.


Then:
:∏_i  = a^b f (   )i = e

=== Iteration over Finite Set ===
Let ( G, * ) be a commutative semigroup.

Let S be a finite non-empty set.

Let f: S → G be a mapping.

Let n ∈ℕ be the cardinality of S.

Let g: ℕ_

=== Commutative Monoid ===

Let G be a commutative monoid.

Let S be a non-empty set.

Let f: S → G be a mapping

 

=== Iteration over Set with Finite Support ===
Let ( G, * ) be a commutative monoid.

Let S be a set.

Let f: S → G be a mapping.

Let the support supp(   )f be finite.


The iteration of * of f over S, denoted ∏_s ∈ S f (   )s, is the iteration over the finite set supp(   )f of f:
:∏_s ∈ S f (   )s = ∏_s ∈supp(   )f f (   )s"
Definition:Composite Number,Composite,"A composite number c is a positive integer that has strictly more than two positive divisors.

That is, an integer greater than 1 which is not prime is defined as composite.


 
: 
:A composite number is that which is measured by some number.
 ”
 

=== Sequence of Composite Numbers ===
 "
Definition:Composition of Mappings,Composition,"Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


=== Definition 1 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite mapping f_2 ∘ f_1 is defined as:

:∀ x ∈ S_1: ( f_2 ∘ f_1 )  (   )x := f_2 (   )f_1 (   )x


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Definition 2 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite of f_1 and f_2 is defined and denoted as:

:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ( f_1 (   )x, z ) ∈ f_2 }


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Definition 3 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite of f_1 and f_2 is defined and denoted as:

:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ∃ y ∈ S_2: f_1 (   )x = y  f_2 (   )y = z }


That is:
:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ∃ y ∈ S_2: ( x, y ) ∈ f_1 ( y, z ) ∈ f_2 }


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

:

=== General Definition ===
Let f_1: S_1 → S_2, f_2: S_2 → S_3, …, f_n: S_n → S_n + 1 be mappings such that the domain of f_k is the same set as the codomain of f_k - 1.


Then the composite of f_1, f_2, …, f_n is defined and denoted as:

 
 
 
 

=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Composition as a Binary Operation ===
Let [ S → S ] be the set of all mappings from a set S to itself.

Then the concept of composite mapping defines a binary operation on [ S → S ]:

:∀ f, g ∈[ S → S ]: g ∘ f = {( s, t ): s ∈ S, ( f ( s ), t ) ∈ g }∈[ S → S ]


Thus, for every pair ( f, g ) of mappings in [ S → S ], the composition g ∘ f is another element of [ S → S ]."
Definition:Composition of Relations,Composition,"Let ℛ_1 ⊆ S_1 × T_1 and ℛ_2 ⊆ S_2 × T_2 be relations.


Then the composite of ℛ_1 and ℛ_2 is defined and denoted as:

:ℛ_2 ∘ℛ_1 := {( x, z ) ∈ S_1 × T_2: ∃ y ∈ S_2 ∩ T_1: ( x, y ) ∈ℛ_1 ( y, z ) ∈ℛ_2 }


 

 

It is clear that the composite relation ℛ_2 ∘ℛ_1 can also be defined as:

:ℛ_2 ∘ℛ_1 (   )S_1 = ℛ_2 (   )ℛ_1 (   )S_1


Note that:
:(1):   ℛ_2 ∘ℛ_1 ⊆ S_1 × T_2
:(2): The domain of ℛ_2 ∘ℛ_1 equals the domain of ℛ_1, that is, S_1
:(3): The codomain of ℛ_2 ∘ℛ_1 equals the codomain of ℛ_2, that is, T_2."
Definition:Composition Series,Composition,"Let G be a finite group.

=== Definition 1 ===
Let G be a finite group.


A composition series for G is a normal series for G which has no proper refinement.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Definition 2 ===
Let G be a finite group.


A composition series for G is a sequence of normal subgroups of G:
:{ e } = G_0  G_1 ⋯ G_n = G
where:
:G_i - 1 G_i denotes that G_i - 1 is a proper normal subgroup of G_i
such that:
:for all i ∈{ 1, 2, …, n }, G_i - 1 is a proper maximal normal subgroup of G_i.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Composition Length ===
 

=== Composition Factor ===
 "
Definition:Composition of Morphisms,Composition,"Let 𝐂 be a metacategory.

Let (g, f) be a pair of composable morphisms.


Then the composition of f and g is a morphism g ∘ f of 𝐂 subject to:

:dom(g ∘ f) = dom f
:cod(g ∘ f) = cod g


This composition of morphisms can be thought of as an abstraction of both composition of mappings and transitive relations."
Definition:Composition of Functors,Composition,"Let 𝐂, 𝐃 and 𝐄 be metacategories.

Let F: 𝐂→𝐃 and G: 𝐃→𝐄 be (covariant) functors.


The composition of G with F is the functor GF: 𝐂→𝐄 defined by:

:For all objects C of 𝐂: 2.9cm GF (C) := G (FC)
:For all morphisms f: C_1 → C_2 of 𝐂: GF (f) := G (Ff)

GF is said to be a composite functor."
