title,term,definition
Definition:Closed Set/Metric Space,Closed,"Let M = (A, d) be a metric space.

Let H ⊆ A.


=== Definition 1 ===
Let M = ( A, d ) be a metric space.

Let H ⊆ A.


H is closed (in M)  if and only if  its complement A ∖ H is open in M.

=== Definition 2 ===
Let M = (A, d) be a metric space.

Let H ⊆ A.


H is closed (in M)  if and only if  every limit point of H is also a point of H."
Definition:Regular Closed Set,Closed,"Let T be a topological space.

Let A ⊆ T.


Then A is regular closed in T  if and only if :
:A = A^∘ -

That is,  if and only if  A equals the closure of its interior."
Definition:Closed Mapping,Closed,"Let X, Y be topological spaces.

Let f: X → Y be a mapping. 


If, for any closed set V ⊆ X, the image f (   )V is closed in Y, then f is referred to as a closed mapping."
Definition:Closed Extension Topology,Closed,"Let T = ( S, τ) be a topological space.

Let p be a new element for S such that S^*_p := S ∪{ p }.


Let τ^*_p be the set defined as:
:τ^*_p := { U ∪{ p }: U ∈τ}∪{∅}

That is, τ^*_p is the set of all sets formed by adding p to all the open sets of τ and including the empty set.


Then:
:τ^*_p is the closed extension topology of τ
and:
:T^*_p := ( S^*_p, τ^*_p ) is the closed extension space of T = ( S, τ)."
Definition:Closure Operator,Closure,"=== Ordering ===
=== Definition 1 ===

Let ( S, ≼) be an ordered set.


A closure operator on S is a mapping:
:cl: S → S
which satisfies the closure axioms as follows for all elements x, y ∈ S:
 


=== Definition 2 ===
Let ( S, ≼) be an ordered set.


A closure operator on S is a mapping:
:cl: S → S
which satisfies the following condition for all elements x, y ∈ S:
:x ≼cl(   )y cl(   )x ≼cl(   )y

=== Power Set ===

When the ordering in question is the subset relation on a power set, the definition can be expressed as follows:

Let S be a set.

Let 𝒫( S ) denote the power set of S.


A closure operator on S is a mapping:
:cl: 𝒫( S ) →𝒫( S )
which satisfies the closure axioms as follows for all sets X, Y ⊆ S:
 "
Definition:Closure of Set under Closure Operator,Closure,"Let S be a set.

Let cl be a closure operator on S.

Let T ⊆ S be a subset of S.


The closure of T is its image cl(   )T."
Definition:Upper Closure,Closure,"=== Upper Closure of an Element ===
Let ( S, ≼) be an ordered set.

Let a ∈ S.


The upper closure of a (in S) is defined as:

:a^≽ := { b ∈ S: a ≼ b }


That is, a^≽ is the set of all elements of S that succeed a.

=== Upper Closure of a Set ===
Let ( S, ≼) be an ordered set or preordered set.

Let T ⊆ S.


The upper closure of T (in S) is defined as:

:T^≽ := ⋃{ t^≽: t ∈ T }
where t^≽ denotes the upper closure of t in S.

That is:
:T^≽ := { u ∈ S: ∃ t ∈ T: t ≼ u }"
Definition:Lower Closure,Closure,"=== Lower Closure of Element ===
Let ( S, ≼) be an ordered set.

Let a ∈ S.


The lower closure of a (in S) is defined as:

:a^≼ := { b ∈ S: b ≼ a }


That is, a^≼ is the set of all elements of S that precede a.


=== Class Theory ===
 
Let A be a class under an ordering ≼.

Let a ∈ A.


The lower closure of a (in A) is defined as:

:a^≼ := { b ∈ A: b ≼ a }

=== Lower Closure of Subset ===
Let ( S, ≼) be an ordered set or preordered set.

Let T ⊆ S.


The lower closure of T (in S) is defined as:

:T^≼ := ⋃{ t^≼: t ∈ T }
where t^≼ is the lower closure of t.

That is:
:T^≼ := { l ∈ S: ∃ t ∈ T: l ≼ t }"
Definition:Closure (Abstract Algebra)/Algebraic Structure,Closure,"Let ( S, ∘) be an algebraic structure.


Then S has the property of closure under ∘  if and only if :

:∀( x, y ) ∈ S × S: x ∘ y ∈ S


S is said to be closed under ∘, or just that ( S, ∘) is closed."
Definition:Integral Closure,Closure,"Let A be an extension of a commutative ring with unity R.


Let C be the set of all elements of A that are integral over R.

Then C is called the integral closure of R in A."
Definition:Codomain (Relation Theory),Codomain,"=== Relation ===
The codomain of a relation ℛ⊆ S × T is T.

It can be denoted Cdm( ℛ).

=== Mapping ===

The term codomain is usually seen when the relation in question is actually a mapping:
Let S and T be sets.

Let f: S → T be a mapping.

The codomain of f is T.

It is denoted on   by Cdm( f )."
Definition:Codomain (Category Theory),Codomain,"Let f: X → Y be a morphism.

Then the codomain of f is defined to be the object Y.

This is usually denoted Y = Cdm( f ).

Category:Definitions/Morphisms"
Definition:Truth Table/Column,Column,"A row of a truth table is one of the vertical lines headed by a statement form presenting all the truth values that the statement form takes.

Each entry in the column corresponds to one specific combination of truth values taken by the propositional variables that the statement form comprises."
Definition:Matrix/Column,Column,"Let 𝐀 be an m × n matrix.

For each j ∈[ 1  . . ]n, the columns of 𝐀 are the ordered m-tuples:
:c_j = ( a_1 j, a_2 j, …, a_m j)

where c_j is called the jth column of 𝐀.


A column of an m × n matrix can also be treated as a m × 1 column matrix in its own right:
:c_j = [ a_1 j; a_2 j;     ⋮; a_m j ]
for j = 1, 2, …, n."
Definition:Latin Square/Column,Column,"Let 𝐋 be a Latin square.

The columns of 𝐋 are the lines of elements reading down the page."
Definition:General Logarithm/Common,Common,"Logarithms base 10 are often referred to as common logarithms.


=== Notation for Negative Logarithm ===
Let n ∈ℝ be a real number such that 0 < n < 1.

Let n be presented (possibly approximated) in scientific notation as:
:a × 10^-d
where d ∈ℤ_>0 is a (strictly) positive integer.

Let log_10 n denote the common logarithm of n.

Then it is the standard convention to express log_10 n in the form:
:log_10 n = d m

where m := log_10 a is the mantissa of log_10 n.


The overline notation is commonly read as bar, that is:
:2 is read as bar two."
Definition:Arithmetic Mean,Common,"Let x_1, x_2, …, x_n ∈ℝ be real numbers.

The arithmetic mean of x_1, x_2, …, x_n is defined as:

:A_n :=  1 n ∑_k  = 1^n x_k

That is, to find out the arithmetic mean of a set of numbers, add them all up and divide by how many there are."
Definition:Common Denominator/Lowest,Common,"Let a b and c d be fractions.

The lowest common denominator of a b and c d is the lowest common multiple of the denominators of a b and c d:
:lcm{ b, d }"
Definition:Common Divisor/Real Numbers,Common,"Let S be a finite set of real numbers, that is:

:S = { x_1, x_2, …, x_n: ∀ k ∈ℕ^*_n: x_k ∈ℝ}


Let c ∈ℝ such that c divides all the elements of S, that is:

:∀ x ∈ S: c \ x


Then c is a common divisor of all the elements in S."
Definition:Greatest Common Divisor/Real Numbers,Common,"Let a, b ∈ℝ be commensurable.

Then there exists a greatest element d ∈ℝ_>0 such that:
:d \ a
:d \ b
where d \ a denotes that d is a divisor of a.


This is called the greatest common divisor of a and b and denoted { a, b }."
Definition:Common Multiple,Common,"Let S be a finite set of non-zero integers, that is:

:S = { x_1, x_2, …, x_n: ∀ k ∈ℕ^*_n: x_k ∈ℤ, x_k  0 }


Let m ∈ℤ such that all the elements of S divide m, that is:

:∀ x ∈ S: x \ m


Then m is a common multiple of all the elements in S.

 "
Definition:Commutative Algebra (Abstract Algebra),Commutative Algebra,"Let R be a commutative ring.

Let ( A_R, ⊕) be an algebra over R.


Then ( A_R, ⊕) is a commutative algebra  if and only if  ⊕ is a commutative operation.

That is:

:∀ a, b ∈ A_R: a ⊕ b = b ⊕ a"
Definition:Commutative Algebra (Mathematical Branch),Commutative Algebra,Commutative algebra is the branch of abstract algebra concerned with commutative and unitary rings.
Definition:Compact Space/Metric Space/Complex,Compact,"Let D be a subset of the complex plane ℂ.


Then D is compact (in ℂ)  if and only if :
:D is closed in ℂ
and
:D is bounded in ℂ."
Definition:Compact Space/Real Analysis,Compact,"Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


=== Definition 1 ===
Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


H is compact in ℝ  if and only if  H is closed and bounded.

=== Definition 2 ===
Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


H is compact in ℝ  if and only if :
:when H is the union of a set of neighborhoods which are open in H,
:then H is also the union of a finite number of these neighborhoods."
Definition:Compact Space/Topology,Compact,"=== Definition 1 ===
A topological space T = ( S, τ) is compact  if and only if  every open cover for S has a finite subcover.

=== Definition 2 ===
A topological space T = ( S, τ) is compact  if and only if  it satisfies the Finite Intersection Axiom.

=== Definition 3 ===
A topological space T = ( S, τ) is compact  if and only if  τ has a sub-basis ℬ such that:
:from every cover of S by elements of ℬ, a finite subcover of S can be selected.

=== Definition 4 ===
A topological space T = ( S, τ) is compact  if and only if  every filter on S has a limit point in S.

=== Definition 5 ===
A topological space T = ( S, τ) is compact  if and only if  every ultrafilter on S converges."
Definition:Compact Space/Topology/Subspace,Compact,"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


The topological subspace T_H = ( H, τ_H ) is compact in T  if and only if  T_H is itself a compact topological space.

=== Definition 2 ===

Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


H is compact in T  if and only if  every open cover 𝒞⊆τ for H has a finite subcover."
Definition:Compact Space/Normed Vector Space,Compact,"Let ( X, ‖ · ‖) be a normed vector space. 

Let K ⊆ X.


Then K is compact  if and only if  every sequence in K has a convergent subsequence with limit L ∈ K.

That is, if:

:⟨ x_n ⟩_n ∈ℕ :∀ n ∈ℕ : x_n ∈ K ∃⟨ x_n_k⟩_k ∈ℕ : ∃ L ∈ K: lim_k →∞ x_n_k = L


=== Compact Subspace ===
Let M = ( X, ‖ · ‖) be a normed vector space.

Let K ⊆ X be a subset of X.


The normed vector subspace M_K = ( K, ‖ · ‖_K ) is compact in M  if and only if  M_K is itself a compact normed vector space."
Definition:Compact Element,Compact,"Let ( S, ≼) be an ordered set.

Let x ∈ S.


Then x is compact (element)  if and only if  x ≪ x

where ≪ denotes the way below relation."
Definition:Compact Convergence,Compact,"Let X be a topological space.

Let M be a metric space.

Let ⟨ f_n ⟩ be a sequence of mappings f_n : X → M.

Let f: X → M be a mapping.


Then f_n converges compactly to f  if and only if  f_n converges uniformly to f on every compact subset of X."
Definition:Compactification,Compact,"Let ( X, τ_1 ) be a topological space.

Let ( Y, τ_2 ) be a compact space.

Let f: X → Y be a topological embedding.

Let Img( f ) be everywhere dense in Y.


Then either f or ( Y, τ_2 ) may be called a compactification of ( X, τ_1 )."
Definition:Relation Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation on S.


Then ℛ is compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y )"
Definition:Relation Strongly Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is strongly compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y ).


That is,  if and only if  ℛ is compatible with ∘ and conversely compatible with ∘."
Definition:Operation Compatible with Set Equivalence,Compatible,"Let F be a (unary) operation which can be applied to sets.


Then F is compatible with set equivalence  if and only if :

:F [ A ] = F [ B ]  A ∼ B

where:
:A and B are arbitrary sets
:F [ A ] denotes the image of A under F
:∼ denotes set equivalence."
Definition:Ordering Compatible with Ring Structure,Compatible,"Let ( R, +, ∘) be a ring whose zero is 0_R.


An ordering ≼ on R is compatible with the ring structure of R  if and only if  ≼ satisies the ring compatible ordering axioms:
 "
Definition:Gradation Compatible with Ring Structure,Compatible,"Let ( M, ·) be a semigroup.

Let ( R, +, ∘) be a ring.

Let ⟨ R_n ⟩_n ∈ M be a gradation of type M on the additive group of R.


The gradation is compatible with the ring structure  if and only if 
:∀ m, n ∈ M : ∀ x ∈ S_m, y ∈ S_n: x ∘ y ∈ S_m · n

and so:

:S_m S_n ⊆ S_ m · n"
Definition:Relation Conversely Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is conversely compatible with ∘  if and only if :

:∀ x, y, z ∈ S: ( x ∘ z ) ℛ( y ∘ z )  x ℛ y

:∀ x, y, z ∈ S: ( z ∘ x ) ℛ( z ∘ y )  x ℛ y"
Definition:Complementary Angles,Complement,":

Let ∠ BAC be a right angle.

Let ∠ BAD + ∠ DAC = ∠ BAC.

That is:
:∠ DAC = ∠ BAC - ∠ BAD


Then ∠ DAC is the complement of ∠ BAD.


Hence, for any angle α (whether less than a right angle or not), the complement of α is π 2 - α.

Measured in degrees, the complement of α is 90^∘ - α.


If α is the complement of β, then it follows that β is the complement of α.

Hence we can say that α and β are complementary.


It can be seen from this that the complement of an angle greater than a right angle is negative.


Thus complementary angles are two angles whose measures add up to the measure of a right angle.

That is, their measurements add up to 90 degrees or π 2 radians."
Definition:Complements of Parallelograms,Complement,"Let ABDC and EFHG be two parallelograms with the same angles, which share a diagonal, such that ABDC ∩ EFHG ∅.

:

Then the two parallelograms CIGK and BJHL are known as the complements of the parallelograms ABDC and EFHG."
Definition:Complement of Relation,Complement,"Let ℛ⊆ S × T be a relation.


The complement of ℛ is the relative complement of ℛ with respect to S × T:
:∁_S × T(   )ℛ := {( s, t ) ∈ S × T: ( s, t ) ∉ℛ}


If the sets S and T are implicit, then ∁(   )ℛ can be used."
Definition:Set Complement,Complement,"The set complement (or, when the context is established, just complement) of a set S in a universal set 𝕌 is defined as:

:∁(   )S = ∁_𝕌(   )S = 𝕌∖ S

See the definition of Relative Complement for the definition of ∁_𝕌(   )S.


Thus the complement of a set S is the relative complement of S in the universal set, or the complement of S relative to the universal set.

A common alternative to the symbology ∁(   )S, which we will sometimes use, is S."
Definition:Relative Complement,Complement,"Let S be a set, and let T ⊆ S, that is: let T be a subset of S.

Then the set difference S ∖ T can be written ∁_S(   )T, and is called the relative complement of T in S, or the complement of T relative to S.

Thus:
:∁_S(   )T = { x ∈ S : x ∉ T }"
Definition:Logical Complement,Complement,"The (logical) complement of a propositional formula 𝐀 is the negation of 𝐀, that is, 𝐀.

Conversely, the complement of 𝐀 is defined to be 𝐀.


=== Complementary Pair ===
For any propositional formula 𝐀, the set {𝐀, 𝐀} is called a complementary pair of formulas."
Definition:Complement (Lattice Theory),Complement,"Let ( S, ∨, ∧, ≼) be a bounded lattice.

Denote by  and ⊤ the bottom and top of S, respectively.

Let a ∈ S.


Then b ∈ S is called a complement of a  if and only if :

:b ∨ a = ⊤
:b ∧ a =


If a has a unique complement, it is denoted by a.


=== Complemented Lattice ===
Let ( S, ∨, ∧, ≼) be a bounded lattice.

Suppose that every a ∈ S admits a complement.


Then ( S, ∨, ∧, ≼) is called a complemented lattice."
Definition:Complement (Graph Theory),Complement,"=== Simple Graph ===
Let G = ( V, E ) be a simple graph.

The complement of G is the simple graph G = ( V, E) which consists of:
:The same vertex set V of G
:The set E defined such that { u, v }∈E{ u, v }∉ E, where u and v are distinct.

=== Loop-Graph ===
Let G = ( V, E ) be a loop-graph.

The complement of G is the loop-graph G = ( V, E) which consists of:
:The same vertex set V of G;
:The set E defined such that:
::{ u, v }∈E{ u, v }∉ E
::{ v, v }∈E{ v, v }∉ E


That is, the complement G of a loop-graph G has loops on all vertices where there are no loops in G."
Definition:Analysis/Complex,Complex,Complex analysis is a branch of mathematics that studies complex functions.
Definition:Complex Number,Complex,"
=== Informal Definition ===
A complex number is a number in the form a + b i or a + i b where:
:a and b are real numbers
:i is a square root of -1, that is, i = √(-1).

=== Formal Definition ===
A complex number is an ordered pair ( x, y ) where x, y ∈ℝ are real numbers, on which the operations of addition and multiplication are defined as follows:


=== Complex Addition ===
Let ( x_1, y_1 ) and ( x_2, y_2 ) be complex numbers.

Then + is a binary operation defined as:

:( x_1, y_1 ) + ( x_2, y_2 ):= ( x_1 + x_2, y_1 + y_2 )

=== Complex Multiplication ===
Let ( x_1, y_1 ) and ( x_2, y_2 ) be complex numbers.


Then ( x_1, y_1 ) ( x_2, y_2 ) is defined as:

:( x_1, y_1 ) ( x_2, y_2 ) := ( x_1 x_2 - y_1 y_2, x_1 y_2 + y_1 x_2 )

=== Scalar Product ===
Let ( x, y ) be a complex number.

Let m ∈ℝ be a real number.


Then m ( x, y ) is defined as:

:m ( x, y ) := ( m x, m y )

=== Construction from Cayley-Dickson Construction ===
The complex numbers can be defined by the Cayley-Dickson construction from the set of real numbers ℝ.

From Real Numbers form Algebra, ℝ forms a nicely normed *-algebra.

Let a, b ∈ℝ.

Then ( a, b ) ∈ℂ, where:

:( a, b ) ( c, d ) = ( a c - d b, a d + c b )
:( a, b )  = ( a, -b )
where:
:a is the conjugate of a
and 
:( a, b ) is the conjugation operation on ℂ.

From Real Numbers form Algebra, a = a and so the above translate into:

:( a, b ) ( c, d ) = ( a c - d b, a d + c b )
:( a, b )  = ( a, -b )


It is clear by direct comparison with the formal definition that this construction genuinely does generate the complex numbers."
Definition:Complex Function,Complex,"A complex function is a function whose domain and codomain are subsets of the set of complex numbers ℂ.


=== Independent Variable ===
Let f: ℂ→ℂ be a complex function.

Let f (   )z = w.


Then z is referred to as an independent variable (of f).

=== Dependent Variable ===
Let f: ℂ→ℂ be a complex function.

Let f (   )z = w.


Then w is referred to as the dependent variable (of f)."
Definition:Complex Conjugate,Complex,"Let z = a + i b be a complex number.


Then the (complex) conjugate of z is denoted z and is defined as:

:z := a - i b


That is, you get the complex conjugate of a complex number by negating its imaginary part.


=== Complex Conjugation ===
The operation of complex conjugation is the mapping:
: ·: ℂ→ℂ: z ↦z.
where z is the complex conjugate of z.


That is, it maps a complex number to its complex conjugate.


Category:Definitions/Complex Conjugates"
Definition:Subset Product,Complex,"Let ( S, ∘) be an algebraic structure.


We can define an operation on the power set 𝒫( S ) as follows:

:∀ A, B ∈𝒫( S ): A ∘_𝒫 B = { a ∘ b: a ∈ A, b ∈ B }


This is called the operation induced on 𝒫( S ) by ∘, and A ∘_𝒫 B is called the subset product of A and B.


It is usual to write A ∘ B for A ∘_𝒫 B.


=== Subset Product with Singleton ===

When one of the subsets in a subset product is a singleton, we can (and often do) dispose of the set braces. Thus:
Let ( S, ∘) be an algebraic structure.


Let A ⊆ S be a subset of S.

Then:
:(1):    a ∘ S := { a }∘ S
:(2):    S ∘ a := S ∘{ a }

where { a }∘ S and S ∘{ a } denote the subset product of { a } with S.


That is:
:a ∘ S = { a ∘ s: s ∈ S }
:S ∘ a = { s ∘ a: s ∈ S }"
Definition:Complex (Group Theory),Complex,"Let G be a group.

Let K ⊆ G be a subset of G.


Then K is referred to by some sources as a complex of elements of G."
Definition:Differential Complex,Complex,"Let R be a commutative ring with unity.

Let M = ⊕_n ∈ℤ M^n be a ℤ-graded R-module that is also a differential module with differential d.


Then M is a differential complex if d satisfies:

:d(   )M^n⊆ M^n + 1

for all n ∈ℤ.


The notation d_n := d_M_n is often seen."
Definition:Fraction/Complex,Complex,A complex fraction is a fraction such that the numerator or denominator or both are themselves fractions.
Definition:Composition of Mappings,Composition,"Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


=== Definition 1 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite mapping f_2 ∘ f_1 is defined as:

:∀ x ∈ S_1: ( f_2 ∘ f_1 )  (   )x := f_2 (   )f_1 (   )x


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Definition 2 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite of f_1 and f_2 is defined and denoted as:

:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ( f_1 (   )x, z ) ∈ f_2 }


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Definition 3 ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The composite of f_1 and f_2 is defined and denoted as:

:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ∃ y ∈ S_2: f_1 (   )x = y  f_2 (   )y = z }


That is:
:f_2 ∘ f_1 := {( x, z ) ∈ S_1 × S_3: ∃ y ∈ S_2: ( x, y ) ∈ f_1 ( y, z ) ∈ f_2 }


:


=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

:

=== General Definition ===
Let f_1: S_1 → S_2, f_2: S_2 → S_3, …, f_n: S_n → S_n + 1 be mappings such that the domain of f_k is the same set as the codomain of f_k - 1.


Then the composite of f_1, f_2, …, f_n is defined and denoted as:

 
 
 
 

=== Commutative Diagram ===
Let S_1, S_2 and S_3 be sets.

Let f_1: S_1 → S_2 and f_2: S_2 → S_3 be mappings such that the domain of f_2 is the same set as the codomain of f_1.


The concept of composition of mappings can be illustrated by means of a commutative diagram.

This diagram illustrates the specific example of f_2 ∘ f_1:

::@+1em
 S_1
  [r]^*+f_1@–>[rd]_*[l]+f_2 ∘ f_1   
 S_2
  [d]^*+f_2
   
 S_3

=== Composition as a Binary Operation ===
Let [ S → S ] be the set of all mappings from a set S to itself.

Then the concept of composite mapping defines a binary operation on [ S → S ]:

:∀ f, g ∈[ S → S ]: g ∘ f = {( s, t ): s ∈ S, ( f ( s ), t ) ∈ g }∈[ S → S ]


Thus, for every pair ( f, g ) of mappings in [ S → S ], the composition g ∘ f is another element of [ S → S ]."
Definition:Composition of Relations,Composition,"Let ℛ_1 ⊆ S_1 × T_1 and ℛ_2 ⊆ S_2 × T_2 be relations.


Then the composite of ℛ_1 and ℛ_2 is defined and denoted as:

:ℛ_2 ∘ℛ_1 := {( x, z ) ∈ S_1 × T_2: ∃ y ∈ S_2 ∩ T_1: ( x, y ) ∈ℛ_1 ( y, z ) ∈ℛ_2 }


 

 

It is clear that the composite relation ℛ_2 ∘ℛ_1 can also be defined as:

:ℛ_2 ∘ℛ_1 (   )S_1 = ℛ_2 (   )ℛ_1 (   )S_1


Note that:
:(1):   ℛ_2 ∘ℛ_1 ⊆ S_1 × T_2
:(2): The domain of ℛ_2 ∘ℛ_1 equals the domain of ℛ_1, that is, S_1
:(3): The codomain of ℛ_2 ∘ℛ_1 equals the codomain of ℛ_2, that is, T_2."
Definition:Composition Series,Composition,"Let G be a finite group.

=== Definition 1 ===
Let G be a finite group.


A composition series for G is a normal series for G which has no proper refinement.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Definition 2 ===
Let G be a finite group.


A composition series for G is a sequence of normal subgroups of G:
:{ e } = G_0  G_1 ⋯ G_n = G
where:
:G_i - 1 G_i denotes that G_i - 1 is a proper normal subgroup of G_i
such that:
:for all i ∈{ 1, 2, …, n }, G_i - 1 is a proper maximal normal subgroup of G_i.


=== Composition Length ===
 

=== Composition Factor ===
 

=== Composition Length ===
 

=== Composition Factor ===
 "
Definition:Composition of Morphisms,Composition,"Let 𝐂 be a metacategory.

Let (g, f) be a pair of composable morphisms.


Then the composition of f and g is a morphism g ∘ f of 𝐂 subject to:

:dom(g ∘ f) = dom f
:cod(g ∘ f) = cod g


This composition of morphisms can be thought of as an abstraction of both composition of mappings and transitive relations."
Definition:Composition of Functors,Composition,"Let 𝐂, 𝐃 and 𝐄 be metacategories.

Let F: 𝐂→𝐃 and G: 𝐃→𝐄 be (covariant) functors.


The composition of G with F is the functor GF: 𝐂→𝐄 defined by:

:For all objects C of 𝐂: 2.9cm GF (C) := G (FC)
:For all morphisms f: C_1 → C_2 of 𝐂: GF (f) := G (Ff)

GF is said to be a composite functor."
Definition:Composition Functor on Slice Categories,Composition,"Let 𝐂 be a metacategory.

Let C and D be objects of 𝐂.

Let 𝐂 / C and 𝐂 / D be the associated slice categories.


Let g: C → D be a morphism of 𝐂.

Then g defines a composition functor g_* : 𝐂 / C →𝐂 / D:

 
 
 
 


That it is in fact a functor is shown on Composition Functor on Slice Categories is Functor.


The effect of g_* is captured in the following commutative diagram:

::<-3em,0em>*+X = ""X"",
<3em,0em>*+X' = ""X2"",
<0em,-4em>*+C = ""C"",
<0em,-8em>*+D = ""D"",

""X"";""X2"" **@- ?>*@> ?*!/_1em/a,
""X"";""C"" **@- ?>*@> ?<>(.4)*!/^.6em/f,
""X2"";""C"" **@- ?>*@> ?<>(.4)*!/_.6em/f',
""C"";""D"" **@- ?>*@> ?<>(.4)*!/^.6em/g,

""X"";""D"" **<-5em,-4em> ?>*@> ?*!/^1.6em/g_* f = 
 g ∘ f,
""X2"";""D"" **<5em,-4em> ?>*@> ?*!/_1.6em/g_* f' = 
 g ∘ f',"
Definition:Concave Polygon,Concave,"Let P be a polygon.

P is a concave polygon  if and only if :
:at least one internal angle of P is greater than 180 ^∘."
Definition:Concave Polyhedron,Concave,"Let P be a polyhedron.

=== Definition 1 ===
Let P be a polyhedron.

P is a concave polyhedron  if and only if :
:at least one face of P lies in a plane which intersects at least one other face.

=== Definition 2 ===
Let P be a polyhedron.

P is a concave polyhedron  if and only if :
:at least one face of P lies in a plane such that P does not lie completely on one side of that plane."
