title,term,definition
Definition:Characteristic Function (Set Theory)/Relation,Characteristic Function,"The concept of a characteristic function of a subset carries over directly to relations.


Let ℛ⊆ S × T be a relation.

The characteristic function of ℛ is the mapping χ_ℛ: S × T →{ 0, 1 } defined as:
:χ_ℛ(   )x, y =  1     : ( x, y ) ∈ℛ
 0     : ( x, y ) ∉ℛ


It can be expressed in Iverson bracket notation as:
:χ_ℛ(   )x, y = [ ( x, y ) ∈ℛ]


More generally, let 𝕊 = ∏_i  = 1^n S_i = S_1 × S_2 ×…× S_n be the cartesian product of n sets S_1, S_2, …, S_n.

Let ℛ⊆𝕊 be an n-ary relation on 𝕊.

The characteristic function of ℛ is the mapping χ_ℛ: 𝕊→{ 0, 1 } defined as:
:χ_ℛ(   )s_1, s_2, …, s_n =  1     : ( s_1, s_2, …, s_n ) ∈ℛ
 0     : ( s_1, s_2, …, s_n ) ∉ℛ


It can be expressed in Iverson bracket notation as:
:χ_ℛ(   )s_1, s_2, …, s_n = [ ( s_1, s_2, …, s_n ) ∈ℛ]"
Definition:Characteristic Function of Random Variable,Characteristic Function,"Let ( Ω, x3a3, ) be a probability space.

Let X be a real-valued random variable on ( Ω, x3a3, ).


The characteristic function of X is the mapping ϕ: ℝ→ℂ defined by:

:ϕ(   )t = 𝖤( e^i t X)

where:
:i is the imaginary unit
:𝖤( ·) denotes expectation."
Definition:Zero (Number),Cipher,"The number zero is defined as being the cardinal of the empty set.


=== Naturally Ordered Semigroup ===
Let ( S, ∘, ≼) be a naturally ordered semigroup.

Then from  , ( S, ∘, ≼) has a smallest element.


This smallest element of ( S, ∘, ≼) is called zero and has the symbol 0.

That is:
:∀ n ∈ S: 0 ≼ n

=== Natural Numbers ===

=== Integers ===

=== Rational Numbers ===

=== Real Numbers ===

=== Complex Numbers ===
Let ℂ denote the set of complex numbers.

The zero of ℂ is the complex number:
:0 + 0 i

 "
Definition:Digit,Cipher,"Let n be a number expressed in a particular number base, b for example.

Then n can be expressed as:

:[ r_m r_m - 1… r_2 r_1 r_0 . r_-1 r_-2…]_b

where:
:m is such that b^m ≤ n < b^m + 1;
:all the r_i are such that 0 ≤ r_i < b.

Each of the r_i are known as the digits of n (base b).


It is taken for granted that for base 10 working, the digits are elements of the set of Arabic numerals: { 0, 1, 2, 3, 4, 5, 6, 7, 8, 9 }."
Definition:Cipher (Algorism),Cipher,"The word cipher is an archaic word meaning to calculate using the technique of algorism, that is, using digits as opposed to using an abacus."
Definition:Cipher (Cryptography)/Ciphertext,Cipher,"In the context of cryptography, the ciphertext is the ciphered string after the plaintext has been processed by the cipher."
Definition:Circuit (Graph Theory),Circuit,"A circuit is a closed trail with at least one edge.


=== Subgraph ===
The set of vertices and edges which go to make up a circuit form a subgraph.

This subgraph itself is also referred to as a circuit."
Definition:Circuit (Matroid),Circuit,"Let M = ( S, ℐ) be a matroid.


A circuit of M is a dependent subset of S which is a minimal dependent subset with respect to the subset ordering."
Definition:Electric Circuit,Circuit,"An electric circuit is a configuration of electrical components whose collective properties can be modelled by means of a network each of whose edges corresponds to a specific component.

Its purpose is to guide and direct energy within a device."
Definition:Circle/Circumference,Circumference,"The circumference of a circle is the line that forms its boundary.


=== Concave Circumference ===
The convex circumference of a circle C is the circumference C from a point outside C.

=== Concave Circumference ===
The concave circumference of a circle C is the circumference C from a point inside C."
Definition:Circumference of Sphere,Circumference,The circumference of a sphere is the circumference of a great circle of the sphere.
Definition:Circumference (Graph Theory),Circumference,"Let G be a graph.

The circumference of G is the longest length of any cycle in G.


An acyclic graph is defined as having a circumference of infinity.

Category:Definitions/Graph Theory"
Definition:Class Theory,Class,Class theory is an extension of set theory which allows the creation of collections that are not sets by classes.
Definition:Class (Class Theory),Class,"A class is a collection of all sets such that a particular condition holds.


In class-builder notation, this is written as:

:{ x: p (   )x }

where p (   )x is a statement containing x as a free variable.  

This is read:
:All x such that p (   )x holds."
Definition:Class Interval,Class,"Let D be a finite set of n observations of a quantitative variable.


=== Integer Data ===
Let D be a finite collection of n data regarding some quantitative variable.

Let the data in D be described by integers.

Let d_min be the value of the smallest datum in D.

Let d_max be the value of the largest datum in D.
 
Let P = { x_0, x_1, x_2, …, x_n - 1, x_n }⊆ℤ be a subdivision of [ a  . . ]b, where a ≤ x_0 ≤ x_n ≤ b.


The integer interval [ a  . . ]b, where a ≤ d_min≤ d_max≤ b, is said to be divided into class intervals of integer intervals of the forms [ x_i  . . ]x_i + 1 or [ x_i  . . ]x_i  if and only if :

:Every datum is assigned into exactly one class interval

:Every class interval is disjoint from every other class interval

:The union of all class intervals contains the entire integer interval [ x_0  . . ]x_n

By convention, the first and last class intervals are not empty class intervals.

=== Real Data ===
Let D be a finite collection of n data regarding some quantitative variable.

Let the data in D be described by rational numbers or by real numbers.

Let d_min be the value of the smallest datum in D.

Let d_max be the value of the largest datum in D.
 
Let P = { x_0, x_1, x_2, …, x_n - 1, x_n }⊆ℝ be a subdivision of [ a  . . ]b, where a ≤ x_0 ≤ x_n ≤ b.


The closed real interval [ a  . . ]b, where a ≤ d_min≤ d_max≤ b, is said to be divided into class intervals of real intervals with endpoints x_i and x_i + 1  if and only if :

:Every datum is assigned into exactly one class interval

:Every class interval is disjoint from every other class interval

:The union of all class intervals contains the entire real interval [ x_0  . . ]x_n


The class intervals may be any combination of open, closed, or half-open intervals that fulfill the above criteria, but usually:

:Every class interval except the last is of the form [ x_i  . . ]x_i + 1

:The last class interval is of the form [ x_n - 1 . . ]x_n 

By convention, the first and last class intervals are not empty class intervals.

=== Boundary of Class Interval ===
The class boundaries of a class interval are the endpoints of the integer interval or real interval which defines the class interval.

=== Class Mark ===
A class mark is a value within a class interval used to identify that class interval uniquely.

It is usual to use the midpoint.


=== Class Midpoint ===
When a class mark is defined to be the midpoint of the class interval it identifies, it is often called the class midpoint.

=== Empty Class Interval ===
A class interval is empty  if and only if  it is of frequency zero.

=== Relative Sizes of Class Interval ===
"
Definition:Differentiability Class,Class,"Let f: ℝ→ℝ be a real function.

Then f (   )x is of differentiability class C^k  if and only if :
:d^kd x^k f (   )x ∈ C

where C denotes the class of continuous real functions.


That is, f is in differentiability class k  if and only if  there exists a kth derivative of f which is continuous.


If d^kd x^k f (   )x is continuous for all k ∈ℕ, then f (   )x is of differentiability class C^∞."
Definition:Homotopy Class,Class,"Let X and Y be topological spaces.

Let K ⊆ X be any subset.

Let f : X → Y be a continuous mapping.

The K-homotopy class of f is the equivalence class of f under the equivalence relation defined by homotopy relative to K.


=== Homotopy Class of Path ===
Let T = ( S, τ) be a topological space.

Let f: [ 0  . . ]1 → S be a path in T.


The homotopy class of the path f is the homotopy class of f relative to { 0, 1 }.


That is, the equivalence class of f under the equivalence relation defined by path-homotopy."
Definition:Equivalence Class,Class,"Let S be a set.

Let ℛ⊆ S × S be an equivalence relation on S.

Let x ∈ S.


Then the equivalence class of x under ℛ is the set:
:[[ x ]]_ℛ = { y ∈ S: ( x, y ) ∈ℛ}


If ℛ is an equivalence on S, then each t ∈ S that satisfies ( x, t ) ∈ℛ (or ( t, x ) ∈ℛ) is called a ℛ-relative of x.


That is, the equivalence class of x under ℛ is the set of all ℛ-relatives of x.


=== Representative of Equivalence Class ===
Let S be a set.

Let ℛ⊆ S × S be an equivalence relation on S.

Let x ∈ S.


Let [[ x ]]_ℛ be the equivalence class of x under ℛ.

Let y ∈[[ x ]]_ℛ.

Then y is a representative of [[ x ]]_ℛ."
Definition:Conjugacy Class,Class,"The equivalence classes into which the conjugacy relation divides its group into are called conjugacy classes.

The conjugacy class of an element x ∈ G can be denoted C_x."
Definition:NP Complexity Class,Class,"In computability theory, NP is a complexity class in which there exists some nondeterministic Turing machine that will either:
:halt within p (   )| x | steps
or:
:run forever

where:
:p is a polynomial
:| x | is the length of the input to the Machine."
Definition:Closed Statement,Closed,"Let P be a statement.

P is a closed statement  if and only if  P contains only bound occurrences of any variables that may appear in it.


That is, such that it contains no free occurrences of variables."
Definition:Closed Set/Topology,Closed,"Let T = (S, τ) be a topological space.

Let H ⊆ S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.

H is closed (in T)  if and only if  its complement S ∖ H is open in T. 

That is, H is closed  if and only if  ( S ∖ H ) ∈τ.

That is,  if and only if  S ∖ H is an element of the topology of T.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S.

H is closed (in T)  if and only if  every limit point of H is also a point of H.

That is, by the definition of the derived set:
:H is closed (in T)  if and only if  H' ⊆ H
where H' denotes the derived set of H."
Definition:Closed Set/Metric Space,Closed,"Let M = (A, d) be a metric space.

Let H ⊆ A.


=== Definition 1 ===
Let M = ( A, d ) be a metric space.

Let H ⊆ A.


H is closed (in M)  if and only if  its complement A ∖ H is open in M.

=== Definition 2 ===
Let M = (A, d) be a metric space.

Let H ⊆ A.


H is closed (in M)  if and only if  every limit point of H is also a point of H."
Definition:Regular Closed Set,Closed,"Let T be a topological space.

Let A ⊆ T.


Then A is regular closed in T  if and only if :
:A = A^∘ -

That is,  if and only if  A equals the closure of its interior."
Definition:Closed Mapping,Closed,"Let X, Y be topological spaces.

Let f: X → Y be a mapping. 


If, for any closed set V ⊆ X, the image f (   )V is closed in Y, then f is referred to as a closed mapping."
Definition:Closed Extension Topology,Closed,"Let T = ( S, τ) be a topological space.

Let p be a new element for S such that S^*_p := S ∪{ p }.


Let τ^*_p be the set defined as:
:τ^*_p := { U ∪{ p }: U ∈τ}∪{∅}

That is, τ^*_p is the set of all sets formed by adding p to all the open sets of τ and including the empty set.


Then:
:τ^*_p is the closed extension topology of τ
and:
:T^*_p := ( S^*_p, τ^*_p ) is the closed extension space of T = ( S, τ)."
Definition:Closure Operator,Closure,"=== Ordering ===
=== Definition 1 ===

Let ( S, ≼) be an ordered set.


A closure operator on S is a mapping:
:cl: S → S
which satisfies the closure axioms as follows for all elements x, y ∈ S:
 


=== Definition 2 ===
Let ( S, ≼) be an ordered set.


A closure operator on S is a mapping:
:cl: S → S
which satisfies the following condition for all elements x, y ∈ S:
:x ≼cl(   )y cl(   )x ≼cl(   )y

=== Power Set ===

When the ordering in question is the subset relation on a power set, the definition can be expressed as follows:

Let S be a set.

Let 𝒫( S ) denote the power set of S.


A closure operator on S is a mapping:
:cl: 𝒫( S ) →𝒫( S )
which satisfies the closure axioms as follows for all sets X, Y ⊆ S:
 "
Definition:Closure of Set under Closure Operator,Closure,"Let S be a set.

Let cl be a closure operator on S.

Let T ⊆ S be a subset of S.


The closure of T is its image cl(   )T."
Definition:Upper Closure,Closure,"=== Upper Closure of an Element ===
Let ( S, ≼) be an ordered set.

Let a ∈ S.


The upper closure of a (in S) is defined as:

:a^≽ := { b ∈ S: a ≼ b }


That is, a^≽ is the set of all elements of S that succeed a.

=== Upper Closure of a Set ===
Let ( S, ≼) be an ordered set or preordered set.

Let T ⊆ S.


The upper closure of T (in S) is defined as:

:T^≽ := ⋃{ t^≽: t ∈ T }
where t^≽ denotes the upper closure of t in S.

That is:
:T^≽ := { u ∈ S: ∃ t ∈ T: t ≼ u }"
Definition:Lower Closure,Closure,"=== Lower Closure of Element ===
Let ( S, ≼) be an ordered set.

Let a ∈ S.


The lower closure of a (in S) is defined as:

:a^≼ := { b ∈ S: b ≼ a }


That is, a^≼ is the set of all elements of S that precede a.


=== Class Theory ===
 
Let A be a class under an ordering ≼.

Let a ∈ A.


The lower closure of a (in A) is defined as:

:a^≼ := { b ∈ A: b ≼ a }

=== Lower Closure of Subset ===
Let ( S, ≼) be an ordered set or preordered set.

Let T ⊆ S.


The lower closure of T (in S) is defined as:

:T^≼ := ⋃{ t^≼: t ∈ T }
where t^≼ is the lower closure of t.

That is:
:T^≼ := { l ∈ S: ∃ t ∈ T: l ≼ t }"
Definition:Closure (Abstract Algebra)/Algebraic Structure,Closure,"Let ( S, ∘) be an algebraic structure.


Then S has the property of closure under ∘  if and only if :

:∀( x, y ) ∈ S × S: x ∘ y ∈ S


S is said to be closed under ∘, or just that ( S, ∘) is closed."
Definition:Integral Closure,Closure,"Let A be an extension of a commutative ring with unity R.


Let C be the set of all elements of A that are integral over R.

Then C is called the integral closure of R in A."
Definition:Codomain (Relation Theory),Codomain,"=== Relation ===
The codomain of a relation ℛ⊆ S × T is T.

It can be denoted Cdm( ℛ).

=== Mapping ===

The term codomain is usually seen when the relation in question is actually a mapping:
Let S and T be sets.

Let f: S → T be a mapping.

The codomain of f is T.

It is denoted on   by Cdm( f )."
Definition:Codomain (Category Theory),Codomain,"Let f: X → Y be a morphism.

Then the codomain of f is defined to be the object Y.

This is usually denoted Y = Cdm( f ).

Category:Definitions/Morphisms"
Definition:Compact Space/Metric Space/Complex,Compact,"Let D be a subset of the complex plane ℂ.


Then D is compact (in ℂ)  if and only if :
:D is closed in ℂ
and
:D is bounded in ℂ."
Definition:Compact Space/Real Analysis,Compact,"Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


=== Definition 1 ===
Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


H is compact in ℝ  if and only if  H is closed and bounded.

=== Definition 2 ===
Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


H is compact in ℝ  if and only if :
:when H is the union of a set of neighborhoods which are open in H,
:then H is also the union of a finite number of these neighborhoods."
Definition:Compact Space/Topology,Compact,"=== Definition 1 ===
A topological space T = ( S, τ) is compact  if and only if  every open cover for S has a finite subcover.

=== Definition 2 ===
A topological space T = ( S, τ) is compact  if and only if  it satisfies the Finite Intersection Axiom.

=== Definition 3 ===
A topological space T = ( S, τ) is compact  if and only if  τ has a sub-basis ℬ such that:
:from every cover of S by elements of ℬ, a finite subcover of S can be selected.

=== Definition 4 ===
A topological space T = ( S, τ) is compact  if and only if  every filter on S has a limit point in S.

=== Definition 5 ===
A topological space T = ( S, τ) is compact  if and only if  every ultrafilter on S converges."
Definition:Compact Space/Topology/Subspace,Compact,"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


The topological subspace T_H = ( H, τ_H ) is compact in T  if and only if  T_H is itself a compact topological space.

=== Definition 2 ===

Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


H is compact in T  if and only if  every open cover 𝒞⊆τ for H has a finite subcover."
Definition:Compact Space/Normed Vector Space,Compact,"Let ( X, ‖ · ‖) be a normed vector space. 

Let K ⊆ X.


Then K is compact  if and only if  every sequence in K has a convergent subsequence with limit L ∈ K.

That is, if:

:⟨ x_n ⟩_n ∈ℕ :∀ n ∈ℕ : x_n ∈ K ∃⟨ x_n_k⟩_k ∈ℕ : ∃ L ∈ K: lim_k →∞ x_n_k = L


=== Compact Subspace ===
Let M = ( X, ‖ · ‖) be a normed vector space.

Let K ⊆ X be a subset of X.


The normed vector subspace M_K = ( K, ‖ · ‖_K ) is compact in M  if and only if  M_K is itself a compact normed vector space."
Definition:Compact Element,Compact,"Let ( S, ≼) be an ordered set.

Let x ∈ S.


Then x is compact (element)  if and only if  x ≪ x

where ≪ denotes the way below relation."
Definition:Compact Convergence,Compact,"Let X be a topological space.

Let M be a metric space.

Let ⟨ f_n ⟩ be a sequence of mappings f_n : X → M.

Let f: X → M be a mapping.


Then f_n converges compactly to f  if and only if  f_n converges uniformly to f on every compact subset of X."
Definition:Compactification,Compact,"Let ( X, τ_1 ) be a topological space.

Let ( Y, τ_2 ) be a compact space.

Let f: X → Y be a topological embedding.

Let Img( f ) be everywhere dense in Y.


Then either f or ( Y, τ_2 ) may be called a compactification of ( X, τ_1 )."
Definition:Relation Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation on S.


Then ℛ is compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y )"
Definition:Relation Strongly Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is strongly compatible with ∘  if and only if :

:∀ x, y, z ∈ S: x ℛ y ( x ∘ z ) ℛ( y ∘ z )

:∀ x, y, z ∈ S: x ℛ y ( z ∘ x ) ℛ( z ∘ y ).


That is,  if and only if  ℛ is compatible with ∘ and conversely compatible with ∘."
Definition:Operation Compatible with Set Equivalence,Compatible,"Let F be a (unary) operation which can be applied to sets.


Then F is compatible with set equivalence  if and only if :

:F [ A ] = F [ B ]  A ∼ B

where:
:A and B are arbitrary sets
:F [ A ] denotes the image of A under F
:∼ denotes set equivalence."
Definition:Ordering Compatible with Ring Structure,Compatible,"Let ( R, +, ∘) be a ring whose zero is 0_R.


An ordering ≼ on R is compatible with the ring structure of R  if and only if  ≼ satisies the ring compatible ordering axioms:
 "
Definition:Gradation Compatible with Ring Structure,Compatible,"Let ( M, ·) be a semigroup.

Let ( R, +, ∘) be a ring.

Let ⟨ R_n ⟩_n ∈ M be a gradation of type M on the additive group of R.


The gradation is compatible with the ring structure  if and only if 
:∀ m, n ∈ M : ∀ x ∈ S_m, y ∈ S_n: x ∘ y ∈ S_m · n

and so:

:S_m S_n ⊆ S_ m · n"
Definition:Relation Conversely Compatible with Operation,Compatible,"Let ( S, ∘) be a closed algebraic structure.

Let ℛ be a relation in S.


Then ℛ is conversely compatible with ∘  if and only if :

:∀ x, y, z ∈ S: ( x ∘ z ) ℛ( y ∘ z )  x ℛ y

:∀ x, y, z ∈ S: ( z ∘ x ) ℛ( z ∘ y )  x ℛ y"
Definition:Complementary Angles,Complement,":

Let ∠ BAC be a right angle.

Let ∠ BAD + ∠ DAC = ∠ BAC.

That is:
:∠ DAC = ∠ BAC - ∠ BAD


Then ∠ DAC is the complement of ∠ BAD.


Hence, for any angle α (whether less than a right angle or not), the complement of α is π 2 - α.

Measured in degrees, the complement of α is 90^∘ - α.


If α is the complement of β, then it follows that β is the complement of α.

Hence we can say that α and β are complementary.


It can be seen from this that the complement of an angle greater than a right angle is negative.


Thus complementary angles are two angles whose measures add up to the measure of a right angle.

That is, their measurements add up to 90 degrees or π 2 radians."
Definition:Complements of Parallelograms,Complement,"Let ABDC and EFHG be two parallelograms with the same angles, which share a diagonal, such that ABDC ∩ EFHG ∅.

:

Then the two parallelograms CIGK and BJHL are known as the complements of the parallelograms ABDC and EFHG."
Definition:Complement of Relation,Complement,"Let ℛ⊆ S × T be a relation.


The complement of ℛ is the relative complement of ℛ with respect to S × T:
:∁_S × T(   )ℛ := {( s, t ) ∈ S × T: ( s, t ) ∉ℛ}


If the sets S and T are implicit, then ∁(   )ℛ can be used."
Definition:Set Complement,Complement,"The set complement (or, when the context is established, just complement) of a set S in a universal set 𝕌 is defined as:

:∁(   )S = ∁_𝕌(   )S = 𝕌∖ S

See the definition of Relative Complement for the definition of ∁_𝕌(   )S.


Thus the complement of a set S is the relative complement of S in the universal set, or the complement of S relative to the universal set.

A common alternative to the symbology ∁(   )S, which we will sometimes use, is S."
Definition:Relative Complement,Complement,"Let S be a set, and let T ⊆ S, that is: let T be a subset of S.

Then the set difference S ∖ T can be written ∁_S(   )T, and is called the relative complement of T in S, or the complement of T relative to S.

Thus:
:∁_S(   )T = { x ∈ S : x ∉ T }"
Definition:Logical Complement,Complement,"The (logical) complement of a propositional formula 𝐀 is the negation of 𝐀, that is, 𝐀.

Conversely, the complement of 𝐀 is defined to be 𝐀.


=== Complementary Pair ===
For any propositional formula 𝐀, the set {𝐀, 𝐀} is called a complementary pair of formulas."
Definition:Complement (Lattice Theory),Complement,"Let ( S, ∨, ∧, ≼) be a bounded lattice.

Denote by  and ⊤ the bottom and top of S, respectively.

Let a ∈ S.


Then b ∈ S is called a complement of a  if and only if :

:b ∨ a = ⊤
:b ∧ a =


If a has a unique complement, it is denoted by a.


=== Complemented Lattice ===
Let ( S, ∨, ∧, ≼) be a bounded lattice.

Suppose that every a ∈ S admits a complement.


Then ( S, ∨, ∧, ≼) is called a complemented lattice."
Definition:Complement (Graph Theory),Complement,"=== Simple Graph ===
Let G = ( V, E ) be a simple graph.

The complement of G is the simple graph G = ( V, E) which consists of:
:The same vertex set V of G
:The set E defined such that { u, v }∈E{ u, v }∉ E, where u and v are distinct.

=== Loop-Graph ===
Let G = ( V, E ) be a loop-graph.

The complement of G is the loop-graph G = ( V, E) which consists of:
:The same vertex set V of G;
:The set E defined such that:
::{ u, v }∈E{ u, v }∉ E
::{ v, v }∈E{ v, v }∉ E


That is, the complement G of a loop-graph G has loops on all vertices where there are no loops in G."
Definition:Complete Metric Space,Complete,"=== Definition 1 ===
A metric space M = ( A, d ) is complete  if and only if  every Cauchy sequence is convergent.

=== Definition 2 ===
A metric space M = ( A, d ) is complete  if and only if  the intersection of every nested sequence of closed balls whose radii tend to zero is non-empty."
Definition:Topologically Complete Space,Complete,"Let T = ( S, τ) be a topological space.

Let M = ( S, d ) be a complete metric space such that ( S, τ) is the topological space induced by d.


If there exists such a complete metric space, then T is described as topologically complete."
Definition:Complete Lattice,Complete,"=== Definition 1 ===
Let ( S, ≼) be a lattice.


Then ( S, ≼) is a complete lattice  if and only if :

:∀ T ⊆ S: T admits both a supremum and an infimum.

=== Definition 2 ===
Let ( S, ≼) be an ordered set.


Then ( S, ≼) is a complete lattice  if and only if :

:∀ S' ⊆ S: inf S', sup S' ∈ S

That is,  if and only if  all subsets of S have both a supremum and an infimum."
Definition:Dedekind Completeness Property,Complete,"Let ( S, ≼) be an ordered set.

Then ( S, ≼) has the Dedekind completeness property  if and only if  every non-empty subset of S that is bounded above admits a supremum (in S)."
Definition:Inductive Ordered Set,Complete,An inductive ordered set is an ordered set in which every chain has an upper bound.
Definition:Functionally Complete,Complete,"Let S be a set of truth functions.


Then S is functionally complete  if and only if  all possible truth functions are definable from S."
Definition:Order Completion,Completion,"Let ( S, ≼_S ) be an ordered set.


An ordered set ( T, ≼_T ) is an order completion of S  if and only if :

:(1):   S ⊆ T

:(2):  ≼_T _S = ≼_S, where  denotes restriction

:(3):  ( T, ≼_T ) is a complete ordered set

:(4): For all ordered sets ( T', ≼_T') satisfying (1), (2) and (3), there is a unique increasing injection ϕ: T' → T"
Definition:Completion (Measure Space),Completion,"Let ( X, x3a3, μ), ( X̃, x3a3^*, μ̅) be measure spaces.

Then:
:( X̃, x3a3^*, μ̅) is a completion of ( X, x3a3, μ)
or:
:( X̃, x3a3^*, μ̅) completes ( X, x3a3, μ)

 if and only if  the following conditions hold:

:(1):   ( X̃, x3a3^*, μ̅) is a complete measure space
:(2):   X̃ = X
:(3):   x3a3 is a sub-σ-algebra of x3a3^*
:(4):   ∀ E ∈x3a3: μ̅(   )E = μ(   )E, that is: μ̅_x3a3 = μ"
Definition:Completion (Metric Space),Completion,"Let M_1 = ( A, d ) and M_2 = ( Ã, d̃) be metric spaces.

Then M_2 is a completion of M_1, or M_2 completes M_1,  if and only if :
:(1):    M_2 is a complete metric space
:(2):    A ⊆Ã
:(3):    A is dense in M_2
:(4):   ∀ x, y ∈ A : d̃(   )x, y = d (   )x, y. In terms of restriction of functions, this says that d̃_A(   )= d.


It is immediate from this definition that a completion of a metric space M_1 consists of:
:A complete metric space M_2
:An isometry ϕ : A →Ã
such that ϕ(   )A = {ϕ(   )x: x ∈ A } is dense in M_2.

An isometry is often required to be bijective, so here one should consider ϕ as a mapping from A to the image of ϕ.

Therefore to insist that ϕ be an isometry, in this context, is to say that ϕ must be an injection that preserves the metric of M_1."
Definition:Completion (Normed Division Ring),Completion,"Let ( R_1, ‖ · ‖_1 ) and ( R_2, ‖ · ‖_2 ) be normed division rings.

Let M_1 = ( R_1, d_1 ) and M_2 = ( R_2, d_2 ) be the metric spaces where d_1: R_1 × R_1 →ℝ_≥ 0 and d_2: R_2 × R_2 →ℝ_≥ 0 are the metrics induced by ‖ · ‖_1 and ‖ · ‖_2 respectively.


Then ( R_2, ‖ · ‖_2 ) is a completion of ( R_1, ‖ · ‖_1 )  if and only if :
:(1): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(2):    M_2 is a metric completion of ϕ(   )M_1.


That is, ( R_2, ‖ · ‖_2 ) is a completion of ( R_1,‖ · ‖_1 )  if and only if :
:(a):    M_2 is a complete metric space
:(b): there exists a distance-preserving ring monomorphism ϕ: R_1 → R_2
:(c):   ϕ(   )R_1 is a dense subspace in M_2."
Definition:Compound Statement/Substatement,Component,A substatement of a compound statement is one of the statements that comprise it.
Definition:Set Partition/Component,Component,"Let S be a set.

Let 𝕊 = { S_1 | S_2 |⋯} be a partition of S.


The elements S_1, S_2, …∈𝕊 are known as the components of the partition.


Category:Definitions/Set Partitions"
Definition:Component (Topology),Component,"Let T = (S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


From Connectedness of Points is Equivalence Relation, ∼ is an equivalence relation.

From the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the (connected) components of T.


If x ∈ S, then the component of T containing x (that is, the set of points y ∈ S with x ∼ y) is denoted by Comp_x (   )T.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


The component of T containing x is defined as:

:Comp_x (   )T = ⋃{ A ⊆ S: x ∈ A  A . is connected .  }

=== Definition 3 ===
Let T = ( S, τ) be a topological space.

Let the relation ∼ be defined on T as follows:

:x ∼ y  if and only if  x and y are connected in T.

That is,  if and only if  there exists a connected set of T that contains both x and y.


The component of T containing x is defined as:
: the maximal connected set of T that contains x."
Definition:Path Component,Component,"Let T be a topological space.


=== Equivalence Class ===
Let T be a topological space.


Let ∼ be the equivalence relation on T defined as:

:x ∼ y  x and y are path-connected.

The equivalence classes of ∼ are called the path components of T.

If x ∈ T, then the path component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by PC_x (   )T.


From Path-Connectedness is Equivalence Relation, ∼ is an equivalence relation. 

From the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

=== Union of Path-Connected Sets ===
Let T be a topological space.


The path component of T containing x is defined as:

:PC_x (   )T = ⋃{ A ⊆ S: x ∈ A  A . is path-connected .  }

Category:Definitions/Path-Connected Spaces

=== Maximal Path-Connected Set ===
Let T be a topological space.


The path component of T containing x is defined as:
:the maximal path-connected set of T that contains x."
Definition:Arc Component,Component,"Let T be a topological space.

Let us define the relation ∼ on T as follows:

:x ∼ y  x and y are arc-connected.


We have that ∼ is an equivalence relation, so from the Fundamental Theorem on Equivalence Relations, the points in T can be partitioned into equivalence classes.

These equivalence classes are called the arc components of T.


If x ∈ T, then the arc component of T containing x (that is, the set of points y ∈ T with x ∼ y) can be denoted by AC_x (   )T."
Definition:Irreducible Component,Component,"Let T = ( S, τ) be a topological space.


A subset Y ⊆ S is an irreducible component of T  if and only if :
:Y is irreducible
:Y is not a proper subset of an irreducible subset of S.

That is,  if and only if :
:Y is maximal in the ordered set of irreducible subsets of S, ordered by the subset relation."
